donor_id	ccc_group	role	study	n_cells	COL1A1	COL1A2	COL1A1_detect	COL1A2_detect	stoich	stoich_detect
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Lymphatic EC	Other	Misharin_2021	300	0	0.0259997447307625	0	0.00333333333333333	-0.0259997447307625	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	Classical monocytes	Other	Kaminski_2020	300	0	0.0198175088680003	0	0.00333333333333333	-0.0198175088680003	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0014	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	300	0.0217873307027323	0.19203813969871	0.00666666666666667	0.0233333333333333	-0.170250808995978	-0.0166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD101	Transitional Club-AT2	Other	Banovich_Kropski_2020	89	0.250099128116459	0	0.0786516853932584	0	0.250099128116459	0.0786516853932584
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471A1DFBng	AT1	Other	Eils_2020	300	0.057138971145634	0.0441196815092474	0.0133333333333333	0.01	0.0130192896363866	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU684	DC2	Other	Peer_Massague_2020	254	0.0410848633459222	0.00967175368948887	0.0118110236220472	0.00393700787401575	0.0314131096564333	0.0078740157480315
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	77	1.28040342921267	2.17072748313041	0.220779220779221	0.519480519480519	-0.890324053917745	-0.298701298701299
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747368C	EC aerocyte capillary	Ambient reference	Meyer_2019	34	0.43240769428241	0.250029227854285	0.0294117647058824	0.0294117647058824	0.182378466428126	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	EC aerocyte capillary	Ambient reference	Meyer_2021	300	0.132164919496953	0.198244120914915	0.0166666666666667	0.02	-0.0660792014179619	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9832	AT2_AGTR2undet	Other	Schiller_2020	299	0.174537347331003	0.057637716102957	0.00668896321070234	0.00334448160535117	0.116899631228046	0.00334448160535117
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747218C	Interstitial macrophages	Ambient reference	Kaminski_2020	300	0.0683937487622969	0.0250399052743597	0.0133333333333333	0.01	0.0433538434879372	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	Classical monocytes	Other	Banovich_Kropski_2020	88	0	0.166725902662883	0	0.0113636363636364	-0.166725902662883	-0.0113636363636364
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	AT2_AGTR2undet	Other	Sun_2020	300	0.0944988461234758	0.127492500291738	0.0233333333333333	0.0166666666666667	-0.0329936541682625	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	EC general capillary	Ambient reference	Misharin_2021	300	0.031196083510423	0	0.00333333333333333	0	0.031196083510423	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471A1DFBng	Alveolar macrophages	Ambient reference	Eils_2020	238	0.0429217443963877	0.0232990226063043	0.00840336134453781	0.00840336134453781	0.0196227217900834	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	Alveolar macrophages	Ambient reference	Lafyatis_Rojas_2019	300	0	0.0273027009001205	0	0.01	-0.0273027009001205	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	AT1	Other	Eils_2020	279	0.105900042077448	0.115167566631591	0.025089605734767	0.028673835125448	-0.00926752455414269	-0.003584229390681
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Alveolar macrophages	Ambient reference	Meyer_2021	300	0.0176187744198547	0.101718913460256	0.01	0.00666666666666667	-0.0841001390404015	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747222C	Adventitial fibroblasts	Fibroblasts	Kaminski_2020	77	1.60133137906771	2.04443076794349	0.714285714285714	0.909090909090909	-0.443099388875783	-0.194805194805195
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	AT2_AGTR2undet	Other	Krasnow_2020	290	0.0888134082266359	0.034041274672173	0.0344827586206897	0.0137931034482759	0.0547721335544629	0.0206896551724138
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-03	DC2	Other	Nawijn_2021	240	0.0439057472840778	0.00854042562948212	0.00416666666666667	0.00416666666666667	0.0353653216545957	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747S4ECX8ng	AT2_AGTR2undet	Other	Eils_2020	272	0.168648506103836	0.0607332176449196	0.0367647058823529	0.0110294117647059	0.107915288458917	0.0257352941176471
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	EC venous pulmonary	Ambient reference	Banovich_Kropski_2020	300	0	0.0537353864380465	0	0.00666666666666667	-0.0537353864380465	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Vascular smooth muscle	Other	Meyer_2021	300	0.936582886891956	1.44197515855525	0.15	0.296666666666667	-0.505392271663292	-0.146666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	AT2_AGTR2undet	Other	Schiller_2020	296	0.479547723188634	0.762764558356112	0.0168918918918919	0.027027027027027	-0.283216835167479	-0.0101351351351351
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Pericytes	Pericytes	Tata_unpubl	9	0	1.99559581959818	0	0.888888888888889	-1.99559581959818	-0.888888888888889
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	AT2_AGTR2undet	Other	Teichmann_Meyer_2019	224	0.119510456419395	0.157915617116523	0.0669642857142857	0.0803571428571429	-0.0384051606971273	-0.0133928571428572
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Alveolar fibroblasts	Fibroblasts	Sun_2020	300	2.06563456624741	2.29203789929422	0.91	0.97	-0.22640333304681	-0.0599999999999999
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Alveolar macrophages	Ambient reference	Teichmann_Meyer_2019	300	0.1172066224529	0.125137336614762	0.0466666666666667	0.0533333333333333	-0.00793071416186182	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747208C	Interstitial macrophages	Ambient reference	Kaminski_2020	300	0	0.00968331518438317	0	0.00333333333333333	-0.00968331518438317	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747137C	Alveolar macrophages	Ambient reference	Kaminski_2020	201	0	0.0126676104441861	0	0.00995024875621891	-0.0126676104441861	-0.00995024875621891
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Classical monocytes	Other	Meyer_2021	300	0.114739536294379	0.173210113388183	0.00666666666666667	0.0166666666666667	-0.0584705770938039	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Mast cells	Other	Krasnow_2020	300	0	0.0112218857157675	0	0.00333333333333333	-0.0112218857157675	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	Lymphatic EC	Other	Misharin_2021	300	0.369213837299884	0.441271303546508	0.0533333333333333	0.06	-0.0720574662466238	-0.00666666666666666
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	AT2_AGTR2undet	Other	Kaminski_2020	98	0.0160625178898828	0	0.0102040816326531	0	0.0160625178898828	0.0102040816326531
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Adventitial fibroblasts	Fibroblasts	Meyer_2019	271	2.06845630547992	2.25599999370571	0.712177121771218	0.767527675276753	-0.187543688225794	-0.0553505535055351
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Peribronchial fibroblasts	Fibroblasts	Tata_unpubl	274	2.0637660368753	2.35983329080028	0.95985401459854	0.996350364963504	-0.296067253924975	-0.0364963503649635
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	EC venous pulmonary	Ambient reference	Meyer_2021	109	0.144818169288441	0.132308208805768	0.0275229357798165	0.0275229357798165	0.0125099604826729	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Vascular smooth muscle	Other	Tata_unpubl	18	1.64029746967923	2.05717268020404	0.888888888888889	0.944444444444444	-0.416875210524811	-0.0555555555555556
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	EC aerocyte capillary	Ambient reference	Tata_unpubl	109	0	0.136179302382956	0	0.018348623853211	-0.136179302382956	-0.018348623853211
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0009	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	300	0.023470222933358	0.0129282672543837	0.00666666666666667	0.00333333333333333	0.0105419556789743	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66	Transitional Club-AT2	Other	Banovich_Kropski_2020	236	0.207193047301134	0	0.0550847457627119	0	0.207193047301134	0.0550847457627119
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747192C	Adventitial fibroblasts	Fibroblasts	Kaminski_2020	88	1.16158153426217	1.93763421117244	0.534090909090909	0.920454545454545	-0.776052676910271	-0.386363636363636
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	Vascular smooth muscle	Other	Banovich_Kropski_2020	71	1.10990498234335	1.61705773110212	0.323943661971831	0.52112676056338	-0.507152748758766	-0.197183098591549
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Alveolar macrophages	Ambient reference	Schiller_2020	250	0.0855634323526263	0.581603581793116	0.008	0.048	-0.49604014944049	-0.04
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Non-classical monocytes	Other	Meyer_2021	300	0.0191613858670316	0.00955837258951979	0.00333333333333333	0.00333333333333333	0.00960301327751182	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Vascular smooth muscle	Other	Tata_unpubl	155	1.39648506329141	2.08762233819614	0.561290322580645	0.87741935483871	-0.691137274904728	-0.316129032258065
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	EC venous pulmonary	Ambient reference	Duong_lungMAP_unpubl	300	0.00673382728002253	0.0976884286519598	0.00333333333333333	0.0233333333333333	-0.0909546013719373	-0.02
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	Interstitial macrophages	Ambient reference	Meyer_2019	300	0.0723514230174517	0.0611512150443582	0.03	0.0233333333333333	0.0112002079730935	0.00666666666666666
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	EC general capillary	Ambient reference	Duong_lungMAP_unpubl	300	0.021562875136536	0.280294706889201	0.00333333333333333	0.03	-0.258731831752665	-0.0266666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	300	0	0.0164525825540502	0	0.00666666666666667	-0.0164525825540502	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0014	Adventitial fibroblasts	Fibroblasts	Banovich_Kropski_2020	78	2.27626237403971	2.63904887663658	0.91025641025641	0.974358974358974	-0.362786502596868	-0.0641025641025641
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Pericytes	Pericytes	Meyer_2021	130	0.682082441842804	2.39332622432067	0.146153846153846	0.869230769230769	-1.71124378247787	-0.723076923076923
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	EC aerocyte capillary	Ambient reference	Sun_2020	95	0	0.212510762040474	0	0.0210526315789474	-0.212510762040474	-0.0210526315789474
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747465C	Alveolar macrophages	Ambient reference	Kaminski_2020	300	0.00522885841889933	0.0187847886947578	0.00333333333333333	0.0133333333333333	-0.0135559302758585	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	AT2_AGTR2undet	Other	Sheppard_2020	293	0.232695127043549	0.0505945240244782	0.0546075085324232	0.0136518771331058	0.18210060301907	0.0409556313993174
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747226C	Classical monocytes	Other	Kaminski_2020	300	0.015267176154549	0	0.00333333333333333	0	0.015267176154549	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	EC venous pulmonary	Ambient reference	Meyer_2021	300	0.0510522320981857	0.192950751179544	0.01	0.0233333333333333	-0.141898519081358	-0.0133333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	148	0	0.0363747560843489	0	0.00675675675675676	-0.0363747560843489	-0.00675675675675676
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Alveolar fibroblasts	Fibroblasts	Meyer_2021	300	1.78277753661196	2.3472578816066	0.566666666666667	0.77	-0.564480344994632	-0.203333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Lymphatic EC	Other	Meyer_2021	191	0.0231611901709121	0.0272984270031282	0.00523560209424084	0.00523560209424084	-0.00413723683221609	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	Interstitial macrophages	Ambient reference	Duong_lungMAP_unpubl	300	0.0140668058420598	0.0547853927884076	0.00333333333333333	0.01	-0.0407185869463478	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Alveolar fibroblasts	Fibroblasts	Lafyatis_Rojas_2019	62	1.09326402583967	1.94337291926896	0.274193548387097	0.580645161290323	-0.850108893429296	-0.306451612903226
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	EC venous systemic	Ambient reference	Lafyatis_Rojas_2019	230	0	0.0714670297895524	0	0.00869565217391304	-0.0714670297895524	-0.00869565217391304
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Interstitial macrophages	Ambient reference	Sun_2020	215	0.459141712142198	0.336061232600975	0.0837209302325581	0.0744186046511628	0.123080479541223	0.00930232558139535
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	AT1	Other	Banovich_Kropski_2020	60	0.120103957108847	0	0.0166666666666667	0	0.120103957108847	0.0166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0007	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	147	0.0749902307879088	0.121168207821656	0.0204081632653061	0.0136054421768707	-0.0461779770337474	0.00680272108843537
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-08	EC venous systemic	Ambient reference	Nawijn_2021	69	0	0.0459318431102235	0	0.0144927536231884	-0.0459318431102235	-0.0144927536231884
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD078	AT2_AGTR2undet	Other	Banovich_Kropski_2020	46	0.170010413857222	0	0.0652173913043478	0	0.170010413857222	0.0652173913043478
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D231	AT1	Other	Sun_2020	300	0.256865295459757	0.144272464621953	0.0333333333333333	0.02	0.112592830837804	0.0133333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0001	AT2_AGTR2undet	Other	Banovich_Kropski_2020	291	0.107788194346615	0.00565830815426734	0.0652920962199313	0.00343642611683849	0.102129886192347	0.0618556701030928
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	EC general capillary	Ambient reference	Schiller_2020	202	0.329974208010914	0.867111914094814	0.0099009900990099	0.0346534653465347	-0.537137706083901	-0.0247524752475248
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	AT2_AGTR2undet	Other	Sun_2020	300	0.100069650544254	0.0517336337077077	0.0166666666666667	0.00666666666666667	0.0483360168365466	0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	Pericytes	Pericytes	Duong_lungMAP_unpubl	300	0.0463452629564211	0.787722737529488	0.00666666666666667	0.226666666666667	-0.741377474573067	-0.22
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-07	EC venous systemic	Ambient reference	Nawijn_2021	114	0.0227243501556736	0.0141066193513636	0.0175438596491228	0.0087719298245614	0.00861773080430998	0.0087719298245614
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD071	Classical monocytes	Other	Banovich_Kropski_2020	205	0.0444831340196084	0.432311651091104	0.0048780487804878	0.0390243902439024	-0.387828517071496	-0.0341463414634146
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	EC venous systemic	Ambient reference	Misharin_2021	201	0	0.0560252177352814	0	0.00995024875621891	-0.0560252177352814	-0.00995024875621891
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Non-classical monocytes	Other	Schiller_2020	84	0.254358140794659	0	0.0238095238095238	0	0.254358140794659	0.0238095238095238
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	EC venous pulmonary	Ambient reference	Misharin_2021	300	0.118602112635247	0.0580850360078248	0.01	0.00666666666666667	0.060517076627422	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	DC2	Other	Kaminski_2020	64	0.0714454932416957	0.0909086147237913	0.015625	0.015625	-0.0194631214820956	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747101CV0ng	AT1	Other	Eils_2020	300	0.0648481632815278	0.173438094792497	0.0133333333333333	0.04	-0.108589931510969	-0.0266666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SHMI57ng	AT2_AGTR2undet	Other	Eils_2020	283	0.103744010190889	0.101917353122562	0.0353356890459364	0.0247349823321555	0.00182665706832733	0.0106007067137809
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	AT1	Other	Banovich_Kropski_2020	300	0.14740819304802	0	0.01	0	0.14740819304802	0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-04	DC2	Other	Nawijn_2021	231	0.0196382257006225	0	0.00432900432900433	0	0.0196382257006225	0.00432900432900433
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	EC venous systemic	Ambient reference	Tata_unpubl	300	0.0543272705025102	0.0681629670906426	0.03	0.0333333333333333	-0.0138356965881324	-0.00333333333333333
