donor_id	ccc_group	role	study	n_cells	COL1A1	COL1A2	COL1A1_detect	COL1A2_detect	stoich	stoich_detect
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Classical monocytes	Other	Lafyatis_Rojas_2019	300	0	0.0628229310389379	0	0.00666666666666667	-0.0628229310389379	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Alveolar macrophages	Ambient reference	Misharin_2021	300	0.017472667664354	0.0397327891857099	0.00333333333333333	0.00666666666666667	-0.0222601215213559	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	Interstitial macrophages	Ambient reference	Sheppard_2020	172	0	0.0433446292904483	0	0.00581395348837209	-0.0433446292904483	-0.00581395348837209
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Mast cells	Other	Tata_unpubl	300	0.106704134001602	0.250474259061555	0.0233333333333333	0.0566666666666667	-0.143770125059954	-0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D326	EC venous systemic	Ambient reference	Barbry_Leroy_2020	231	0.0189232992238765	0.0128880430216888	0.00432900432900433	0.00432900432900433	0.00603525620218763	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D231	AT2_AGTR2undet	Other	Sun_2020	290	0.173025087659423	0.207189547197253	0.0551724137931034	0.0448275862068966	-0.0341644595378302	0.0103448275862069
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	AT1	Other	Meyer_2021	300	0.145397625935441	0	0.0366666666666667	0	0.145397625935441	0.0366666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Pericytes	Pericytes	Meyer_2021	300	0.939233752749394	2.52222412324127	0.163333333333333	0.793333333333333	-1.58299037049188	-0.63
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Lymphatic EC	Other	Meyer_2021	300	0.0768066875957115	0.0731975442664864	0.0366666666666667	0.0433333333333333	0.00360914332922502	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747KJYDM1ng	AT1	Other	Eils_2020	202	0.0873532076538623	0.0510640445229025	0.0346534653465347	0.0198019801980198	0.0362891631309598	0.0148514851485149
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	Alveolar macrophages	Ambient reference	Meyer_2019	300	0.0944425841472915	0.137329194350276	0.0333333333333333	0.0566666666666667	-0.0428866102029845	-0.0233333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Pericytes	Pericytes	Banovich_Kropski_2020	55	0.223247375048096	2.07507070887545	0.0181818181818182	0.545454545454545	-1.85182333382735	-0.527272727272727
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843	AT2_AGTR2undet	Other	Schiller_2020	285	0.347129191979411	0.13117009298362	0.0245614035087719	0.00701754385964912	0.215959098995791	0.0175438596491228
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Classical monocytes	Other	Schiller_2020	58	1.0049538518145	1.21441175222129	0.0689655172413793	0.0862068965517241	-0.209457900406792	-0.0172413793103448
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	Interstitial macrophages	Ambient reference	Meyer_2021	300	0.0209307538772524	0	0.00666666666666667	0	0.0209307538772524	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	Alveolar macrophages	Ambient reference	Sun_2020	234	0.0464210796739744	0.0341715799545237	0.0128205128205128	0.0128205128205128	0.0122494997194507	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_03	AT2_AGTR2undet	Other	Misharin_Budinger_2018	297	0.0200532763558794	0	0.00336700336700337	0	0.0200532763558794	0.00336700336700337
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0017	AT2_AGTR2undet	Other	Banovich_Kropski_2020	300	0.0932134144992727	0.0494337205091075	0.02	0.00333333333333333	0.0437796939901652	0.0166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Lymphatic EC	Other	Meyer_2021	300	0.132472247874381	0.119888511293631	0.0133333333333333	0.02	0.0125837365807499	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	AT2_AGTR2undet	Other	Misharin_Budinger_2018	255	0.244329420179047	0.0299266384588513	0.0666666666666667	0.00784313725490196	0.214402781720196	0.0588235294117647
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	Alveolar fibroblasts	Fibroblasts	Misharin_Budinger_2018	25	0.669778220487504	2.19634345195455	0.2	0.88	-1.52656523146705	-0.68
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_3	Myofibroblasts	Fibroblasts	Schiller_2021	32	2.44299523307611	2.64328717148643	0.90625	0.96875	-0.200291938410325	-0.0625
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_05	AT1	Other	Misharin_Budinger_2018	56	0.100966448671604	0	0.0357142857142857	0	0.100966448671604	0.0357142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Mast cells	Other	Meyer_2019	300	0.03495420229889	0.280139403523334	0.00333333333333333	0.0233333333333333	-0.245185201224444	-0.02
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747368C	EC venous systemic	Ambient reference	Meyer_2019	193	0.453550594191048	0.439616870018224	0.119170984455959	0.129533678756477	0.0139337241728235	-0.0103626943005181
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Myofibroblasts	Fibroblasts	Meyer_2021	179	1.71799372944483	2.07526929786637	0.452513966480447	0.631284916201117	-0.357275568421537	-0.17877094972067
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	Transitional Club-AT2	Other	Banovich_Kropski_2020	110	0.136000146818575	0	0.0181818181818182	0	0.136000146818575	0.0181818181818182
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	Lymphatic EC	Other	Sun_2020	23	0	0.56298481032351	0	0.0434782608695652	-0.56298481032351	-0.0434782608695652
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	Classical monocytes	Other	Duong_lungMAP_unpubl	300	0.0581697150776503	0.168803071307702	0.00666666666666667	0.0166666666666667	-0.110633356230052	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	Alveolar macrophages	Ambient reference	Lafyatis_Rojas_2019	196	0.0104231963555191	0.0226409984472668	0.00510204081632653	0.0102040816326531	-0.0122178020917476	-0.00510204081632653
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	Adventitial fibroblasts	Fibroblasts	Lafyatis_Rojas_2019	31	2.23426927818301	2.78751830142741	0.709677419354839	0.903225806451613	-0.553249023244392	-0.193548387096774
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	300	0	0.0771809389636948	0	0.01	-0.0771809389636948	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q	AT1	Other	Tata_unpubl	151	0.0266497503786183	0.0727556868345276	0.0132450331125828	0.0132450331125828	-0.0461059364559093	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	Interstitial macrophages	Ambient reference	Kaminski_2020	300	0.00525798547803384	0	0.00333333333333333	0	0.00525798547803384	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Adventitial fibroblasts	Fibroblasts	Banovich_Kropski_2020	300	1.06571275369005	1.84557136054475	0.14	0.38	-0.7798586068547	-0.24
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD101	Lymphatic EC	Other	Banovich_Kropski_2020	30	0.0600119171871	0	0.0333333333333333	0	0.0600119171871	0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Lymphatic EC	Other	Banovich_Kropski_2020	201	0.0462348515917888	0.0840812872286128	0.00497512437810945	0.00995024875621891	-0.037846435636824	-0.00497512437810945
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Adventitial fibroblasts	Fibroblasts	Sun_2020	105	2.9769650865642	2.95483636606967	0.990476190476191	0.971428571428571	0.0221287204945364	0.0190476190476191
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Classical monocytes	Other	Banovich_Kropski_2020	124	0.116800480488839	0.128200070182133	0.00806451612903226	0.00806451612903226	-0.0113995896932936	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Interstitial macrophages	Ambient reference	Schiller_2020	10	0	1.03430140275249	0	0.1	-1.03430140275249	-0.1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q	Transitional Club-AT2	Other	Tata_unpubl	300	0.257196129545389	0.0629210550353283	0.14	0.03	0.194275074510061	0.11
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Alveolar macrophages	Ambient reference	Meyer_2019	95	0.0708704522170041	0.0947658270049362	0.0421052631578947	0.0842105263157895	-0.0238953747879321	-0.0421052631578947
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747226C	DC2	Other	Kaminski_2020	143	0.0192772844837409	0.040748028005964	0.00699300699300699	0.013986013986014	-0.0214707435222232	-0.00699300699300699
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	EC general capillary	Ambient reference	Sun_2020	139	0.992174480405551	1.16321327416568	0.143884892086331	0.172661870503597	-0.171038793760131	-0.0287769784172662
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	DC2	Other	Banovich_Kropski_2020	143	0.0413115628151721	0	0.013986013986014	0	0.0413115628151721	0.013986013986014
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747292B	Alveolar macrophages	Ambient reference	Teichmann_Meyer_2019	9	0.441093228034078	0	0.222222222222222	0	0.441093228034078	0.222222222222222
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	EC venous pulmonary	Ambient reference	Krasnow_2020	196	0	0.00805011884995005	0	0.00510204081632653	-0.00805011884995005	-0.00510204081632653
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Vascular smooth muscle	Other	Meyer_2021	300	2.0796361446243	2.04774125213747	0.513333333333333	0.543333333333333	0.0318948924868323	-0.03
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D354	Vascular smooth muscle	Other	Barbry_Leroy_2020	20	1.05653266356535	1.38537570589074	0.15	0.3	-0.328843042325388	-0.15
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Non-classical monocytes	Other	Tata_unpubl	164	0.0214744233461155	0.12166688394935	0.00609756097560976	0.0548780487804878	-0.100192460603235	-0.0487804878048781
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	DC2	Other	Krasnow_2020	182	0.0460958494787779	0.0373925788098177	0.010989010989011	0.010989010989011	0.00870327066896018	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML3	Alveolar fibroblasts	Fibroblasts	Sheppard_2020	300	1.85258014913325	2.29337604362259	0.66	0.86	-0.440795894489342	-0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747302C	Interstitial macrophages	Ambient reference	Teichmann_Meyer_2019	300	0.213985425977928	0.177152774498735	0.0833333333333333	0.0633333333333333	0.0368326514791934	0.02
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5105	Alveolar macrophages	Ambient reference	Schiller_2020	300	0.234843041967835	0.41099961700342	0.0166666666666667	0.03	-0.176156575035584	-0.0133333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747JVV9L8ng	AT2_AGTR2undet	Other	Eils_2020	295	0.180920350993636	0.262342065803907	0.0508474576271186	0.0745762711864407	-0.081421714810271	-0.023728813559322
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ODGS1Mng	AT2_AGTR2undet	Other	Eils_2020	291	0.15324475408133	0.100981208814063	0.0309278350515464	0.0240549828178694	0.0522635452672671	0.00687285223367698
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A47	AT2_AGTR2undet	Other	Meyer_2021	298	0.14300067295154	0	0.00671140939597315	0	0.14300067295154	0.00671140939597315
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	Classical monocytes	Other	Banovich_Kropski_2020	300	0.213543551442306	0.208497782189669	0.0166666666666667	0.02	0.00504576925263753	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	EC aerocyte capillary	Ambient reference	Duong_lungMAP_unpubl	300	0	0.150960835678563	0	0.0333333333333333	-0.150960835678563	-0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Adventitial fibroblasts	Fibroblasts	Meyer_2021	300	2.22552069233903	2.63602592975606	0.59	0.836666666666667	-0.410505237417026	-0.246666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	AT2_AGTR2undet	Other	Teichmann_Meyer_2019	288	0.177229806193503	0.072215973786979	0.0868055555555556	0.03125	0.105013832406524	0.0555555555555556
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D231	Alveolar macrophages	Ambient reference	Sun_2020	89	0.0224416562851364	0.273181813877896	0.0112359550561798	0.0674157303370786	-0.25074015759276	-0.0561797752808989
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D372	Peribronchial fibroblasts	Fibroblasts	Barbry_Leroy_2020	175	2.60607373284352	2.91190785764498	0.828571428571429	0.937142857142857	-0.305834124801464	-0.108571428571429
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747226C	Alveolar macrophages	Ambient reference	Kaminski_2020	300	0.0114893960018014	0.0334916857195375	0.00333333333333333	0.01	-0.0220022897177361	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	AT1	Other	Banovich_Kropski_2020	300	0.0874069469560655	0	0.00666666666666667	0	0.0874069469560655	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	Pericytes	Pericytes	Banovich_Kropski_2020	43	0	0.956885554710337	0	0.13953488372093	-0.956885554710337	-0.13953488372093
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	DC2	Other	Nawijn_2021	300	0	0.0704666363581571	0	0.01	-0.0704666363581571	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747218C	Classical monocytes	Other	Kaminski_2020	300	0.00996638896305543	0.0086308375742009	0.00333333333333333	0.00333333333333333	0.00133555138885453	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	Vascular smooth muscle	Other	Krasnow_2020	300	1.48335008209204	1.80165244394892	0.55	0.676666666666667	-0.318302361856879	-0.126666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Interstitial macrophages	Ambient reference	Lafyatis_Rojas_2019	300	0.059592511459367	0.0400249835709819	0.0166666666666667	0.0133333333333333	0.0195675278883851	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Pericytes	Pericytes	Tata_unpubl	52	0.425446547615173	2.33717282643047	0.115384615384615	0.961538461538462	-1.9117262788153	-0.846153846153846
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Transitional Club-AT2	Other	Banovich_Kropski_2020	152	0.0545368718487421	0.040007127364798	0.0197368421052632	0.00657894736842105	0.0145297444839441	0.0131578947368421
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	EC aerocyte capillary	Ambient reference	Krasnow_2020	300	0	0.0331198012149843	0	0.00666666666666667	-0.0331198012149843	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Alveolar fibroblasts	Fibroblasts	Tata_unpubl	300	2.25716081931012	2.55372499559375	0.96	1	-0.296564176283625	-0.04
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	AT2_AGTR2undet	Other	Banovich_Kropski_2020	279	0.22753818528109	0.0769399001508325	0.046594982078853	0.014336917562724	0.150598285130258	0.032258064516129
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	Interstitial macrophages	Ambient reference	Lafyatis_Rojas_2019	300	0.0105795484607514	0.0152122894710144	0.00333333333333333	0.00333333333333333	-0.00463274101026294	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	AT2_AGTR2undet	Other	Sun_2020	300	1.21140426754255	1.31145931774931	0.34	0.38	-0.100055050206757	-0.04
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747101CV0ng	Alveolar fibroblasts	Fibroblasts	Eils_2020	79	1.22789409400723	1.76004246142294	0.40506329113924	0.734177215189873	-0.532148367415707	-0.329113924050633
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	Interstitial macrophages	Ambient reference	Misharin_2021	300	0	0.00535296132493899	0	0.00333333333333333	-0.00535296132493899	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Adventitial fibroblasts	Fibroblasts	Meyer_2021	300	1.63699479756853	2.23425053178996	0.536666666666667	0.816666666666667	-0.597255734221438	-0.28
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658	Lymphatic EC	Other	Schiller_2020	73	0	0.278288252295106	0	0.0136986301369863	-0.278288252295106	-0.0136986301369863
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	AT2_AGTR2undet	Other	Lafyatis_Rojas_2019	280	0.122852970390452	0.0718433968817758	0.05	0.0142857142857143	0.0510095735086764	0.0357142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-10	Peribronchial fibroblasts	Fibroblasts	Nawijn_2021	300	1.74917866435607	2.50231519343853	0.4	0.773333333333333	-0.753136529082459	-0.373333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747226C	Interstitial macrophages	Ambient reference	Kaminski_2020	300	0.0339788781625859	0.0459604363465283	0.00666666666666667	0.00666666666666667	-0.0119815581839424	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	AT1	Other	Banovich_Kropski_2020	300	0.0399352581019095	0.0157271684845401	0.01	0.00333333333333333	0.0242080896173695	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	EC venous systemic	Ambient reference	Nawijn_2021	300	0.0162664519649836	0.112875901859298	0.00666666666666667	0.0133333333333333	-0.0966094498943139	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	AT1	Other	Krasnow_2020	288	0.0808531971684576	0.0694592254760457	0.0173611111111111	0.0173611111111111	0.0113939716924119	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	DC2	Other	Teichmann_Meyer_2019	157	0.112783869840754	0.124161700722042	0.0318471337579618	0.0318471337579618	-0.0113778308812881	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	AT2_AGTR2undet	Other	Meyer_2021	280	0.216596257652513	0.26564159822856	0.0428571428571429	0.0392857142857143	-0.0490453405760475	0.00357142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747160C	Mast cells	Other	Kaminski_2020	14	0	0.490943463681134	0	0.0714285714285714	-0.490943463681134	-0.0714285714285714
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Alveolar macrophages	Ambient reference	Meyer_2021	300	0.0459580560281615	0.0794863781591895	0.0133333333333333	0.02	-0.033528322131028	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658	AT2_AGTR2undet	Other	Schiller_2020	297	0.13978686994675	0.165986763989134	0.0134680134680135	0.0134680134680135	-0.0261998940423847	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	Transitional Club-AT2	Other	Krasnow_2020	300	0.103907213579012	0	0.0533333333333333	0	0.103907213579012	0.0533333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	AT2_AGTR2undet	Other	Banovich_Kropski_2020	294	0.200925775782308	0.141996253280291	0.0476190476190476	0.0204081632653061	0.0589295225020167	0.0272108843537415
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	42	2.39436536479789	2.95993767405297	0.714285714285714	0.928571428571429	-0.565572309255075	-0.214285714285714
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	Myofibroblasts	Fibroblasts	Misharin_2021	153	1.98976355767115	2.15853718631361	0.69281045751634	0.803921568627451	-0.16877362864246	-0.111111111111111
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747483C	Alveolar macrophages	Ambient reference	Kaminski_2020	300	0.0307088879724853	0.00579934624783048	0.0133333333333333	0.00333333333333333	0.0249095417246548	0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	EC venous systemic	Ambient reference	Meyer_2021	214	0.0794705128691224	0.044997741648265	0.0327102803738318	0.0233644859813084	0.0344727712208574	0.00934579439252336
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	60	1.6382634484271	2.37166798113894	0.45	0.816666666666667	-0.733404532711843	-0.366666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	Transitional Club-AT2	Other	Banovich_Kropski_2020	300	0.139867773200882	0.176529795696941	0.0166666666666667	0.0166666666666667	-0.0366620224960589	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	EC aerocyte capillary	Ambient reference	Meyer_2021	300	0.0270335058096015	0.0347843219806021	0.00333333333333333	0.00333333333333333	-0.00775081617100064	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	AT1	Other	Banovich_Kropski_2020	300	0.086046993488379	0	0.0133333333333333	0	0.086046993488379	0.0133333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	AT2_AGTR2undet	Other	Eils_2020	298	0.194022086378338	0.0903804671767816	0.0536912751677852	0.023489932885906	0.103641619201557	0.0302013422818792
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0007	AT2_AGTR2undet	Other	Banovich_Kropski_2020	271	0.205995591876012	0.0487668648183599	0.0664206642066421	0.003690036900369	0.157228727057652	0.0627306273062731
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747QZY9VQng	AT2_AGTR2undet	Other	Eils_2020	288	0.184196550579587	0.0287949960454113	0.0277777777777778	0.00694444444444444	0.155401554534176	0.0208333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	DC2	Other	Krasnow_2020	159	0	0.0129742930368947	0	0.00628930817610063	-0.0129742930368947	-0.00628930817610063
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Mast cells	Other	Schiller_2020	300	0.137243896885717	0.50453843324065	0.01	0.03	-0.367294536354932	-0.02
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	Adventitial fibroblasts	Fibroblasts	Kaminski_2020	172	1.2878982068359	1.88612280374268	0.534883720930233	0.779069767441861	-0.598224596906773	-0.244186046511628
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	AT2_AGTR2undet	Other	Sun_2020	300	0.613616463613262	0.612562591731034	0.146666666666667	0.143333333333333	0.00105387188222805	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	169	0.0353977334083662	0	0.0177514792899408	0	0.0353977334083662	0.0177514792899408
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	AT1	Other	Meyer_2021	300	0.20211967944922	0.146940817179872	0.0233333333333333	0.0266666666666667	0.0551788622693485	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Transitional Club-AT2	Other	Banovich_Kropski_2020	222	0.0206329951907916	0.0777562320644643	0.0045045045045045	0.0135135135135135	-0.0571232368736727	-0.00900900900900901
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	AT2_AGTR2undet	Other	Eils_2020	272	0.122143924381056	0.0772693591399962	0.0294117647058824	0.0147058823529412	0.0448745652410598	0.0147058823529412
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	EC general capillary	Ambient reference	Lafyatis_Rojas_2019	300	0	0.102031589967278	0	0.00333333333333333	-0.102031589967278	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	Classical monocytes	Other	Banovich_Kropski_2020	300	0.0173873281765998	0.0619729005927169	0.00333333333333333	0.00333333333333333	-0.0445855724161171	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	Alveolar macrophages	Ambient reference	Meyer_2021	300	0.0335121724316059	0	0.01	0	0.0335121724316059	0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD071	Non-classical monocytes	Other	Banovich_Kropski_2020	300	0.0293205497210178	0.0832236021227285	0.00333333333333333	0.01	-0.0539030524017107	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	AT1	Other	Tata_unpubl	73	0.080565455872166	0.252484137080666	0.0547945205479452	0.0684931506849315	-0.1719186812085	-0.0136986301369863
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747160C	Alveolar macrophages	Ambient reference	Kaminski_2020	300	0.00721507112087618	0.0174749504171174	0.00333333333333333	0.00666666666666667	-0.0102598792962412	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	Classical monocytes	Other	Meyer_2019	300	0.0671366756472165	0.0491624365684256	0.01	0.00666666666666667	0.0179742390787909	0.00333333333333333
