target	ligand	regulatory_potential	ligand_rank
COL5A1	MMP7	0.00618609717526989	NA
COL1A1	MFNG	0.00618422949492332	NA
COL1A1	SEMA4D	0.00617788853905546	NA
COL1A2	LAMA5	0.00617235076389769	NA
COL5A2	BACE1	0.00616991784229597	NA
COL3A1	DLL1	0.00616197086321906	NA
COL3A1	HGF	0.00615376563434137	NA
COL1A1	MYOC	0.00614398282827837	NA
COL1A1	CADM1	0.00614072615012672	NA
COL1A2	KIRREL1	0.00613324580480048	NA
COL1A1	FBN1	0.006129311610638	NA
COL5A1	PROS1	0.00612925662145888	NA
COL3A1	CSF2	0.00611413411926834	NA
COL1A1	COL4A3	0.00611268244008183	NA
COL5A1	EFEMP2	0.00611009599681496	NA
COL5A2	HGF	0.00610788027427176	NA
COL1A2	SEMA3D	0.00609614407753598	NA
COL5A2	IL1A	0.00609614120629834	NA
COL5A1	CD14	0.00609375873568986	NA
COL5A1	SYT1	0.00609169122697573	NA
COL1A1	CAMP	0.00608079632907254	NA
COL5A1	WIF1	0.00607834044796617	NA
COL1A2	GNAS	0.00607750780715872	NA
COL1A1	GPC3	0.00607539090535066	NA
COL3A1	BACE1	0.00607244581881434	NA
COL5A2	IGFBP4	0.00606965497591691	NA
COL1A1	EFEMP2	0.00606192897928117	NA
COL3A1	PTPRM	0.0060574553019501	NA
COL5A1	BMP5	0.0060549922850279	NA
COL1A1	FLRT2	0.00604728737703591	NA
COL1A2	COL5A2	0.00604713851907539	NA
COL1A2	SERPING1	0.00603534038566943	NA
COL1A1	TNFSF14	0.00603453067170447	NA
COL5A2	PROS1	0.00603242405429267	NA
COL1A2	COL5A3	0.0060257231758435	NA
COL5A3	CKLF	0.0060240954726474	NA
COL1A2	PLEKHO2	0.00601869138889596	NA
COL1A2	SIGLEC9	0.00599732400132241	NA
COL5A2	LTBP1	0.00599668028732193	NA
COL3A1	MIF	0.00599325246678852	NA
COL1A2	COL4A2	0.00597911159193371	NA
COL5A2	RARRES1	0.00596996788683345	NA
COL1A2	SEMA4D	0.00596689621250689	NA
COL1A2	CD320	0.00596569339844426	NA
COL1A2	PLA2G2A	0.00596475321195268	NA
COL1A2	COL10A1	0.00596222324760989	NA
COL1A2	LAMA2	0.00596115322420413	NA
COL3A1	TIMP1	0.00595915993629988	NA
COL5A1	ADAM17	0.00595747423661211	NA
COL5A2	PSAP	0.00595384043049404	NA
COL1A2	SEMA3E	0.00595343353310493	NA
COL1A1	CCN4	0.00594783712458104	NA
COL1A1	COL4A2	0.00594760989184465	NA
COL1A2	LUM	0.00594208513001031	NA
COL1A1	ANOS1	0.005934848751538	NA
COL1A1	SIGLEC1	0.00593457098979818	NA
COL5A2	IFITM1	0.00593393543942211	NA
COL1A1	LAMC2	0.00592371330899848	NA
COL1A1	SCGB3A1	0.00592202865529942	NA
COL1A2	GDF10	0.00591860800925574	NA
COL1A1	LUM	0.00591642266393982	NA
COL1A2	NFASC	0.00591332299652653	NA
COL1A1	COL5A2	0.00591050564783624	NA
COL1A1	CEACAM6	0.00590009827247973	NA
COL1A1	MFGE8	0.0058963760947684	NA
COL1A2	MMRN2	0.00589594961248315	NA
COL1A1	RSPO3	0.00589473081792482	NA
COL5A1	DLL4	0.00589271512110929	NA
COL1A2	SIGLEC7	0.00588898840400736	NA
COL1A2	HLA-DQB1	0.0058832214670202	NA
COL5A1	BACE2	0.00587141626040441	NA
COL1A2	LAMC2	0.00586559197636972	NA
COL5A2	MMP9	0.005864940817626	NA
COL5A1	MDK	0.00586089186557552	NA
COL5A3	GPC6	0.00586034373009892	NA
COL1A1	LAMA2	0.00584875367971342	NA
COL1A2	F13A1	0.00584523514805503	NA
COL5A1	NID1	0.00584216662567757	NA
COL1A2	COL12A1	0.00583901040095473	NA
COL5A1	IL1RN	0.00583816261738886	NA
COL1A1	ICAM4	0.00583795395980805	NA
COL5A1	SIRPA	0.00583500254909343	NA
COL5A2	THBS1	0.00582848703586044	NA
COL1A2	HSPG2	0.00582243828457647	NA
COL5A2	DLL1	0.00581853196814902	NA
COL1A2	THBS2	0.00581353315154743	NA
COL1A1	FGF18	0.00581341980403932	NA
COL3A1	NGF	0.00581177164544415	NA
COL3A1	FBLN1	0.00581002285052222	NA
COL1A1	PRG4	0.00580606737855877	NA
COL3A1	BMP5	0.00580577983202785	NA
COL1A1	AREG	0.00579811444152095	NA
COL5A1	EDN1	0.00579414552399196	NA
COL5A1	DCN	0.00579269863330766	NA
COL3A1	SLPI	0.00579226432646117	NA
COL1A1	TFPI	0.00577423081623963	NA
COL3A1	IL1A	0.0057729134143488	NA
COL1A1	LGALS3	0.00577078644458084	NA
COL5A1	LPL	0.00577026110788228	NA
COL5A2	JAG1	0.00576926728617405	NA
COL3A1	PROS1	0.0057690206886707	NA
COL5A2	COL1A1	0.00576439030920445	NA
COL1A2	COL6A3	0.00576098277735251	NA
COL5A1	FURIN	0.00575571863180586	NA
COL1A1	COL12A1	0.00574649291649177	NA
COL3A1	PLAU	0.00574591183411177	NA
COL1A1	GDF10	0.00574579760733596	NA
COL1A2	SIRPB2	0.00574258183901882	NA
COL5A2	CTSD	0.00574205597753927	NA
COL1A2	SLIT3	0.00573234731840661	NA
COL1A2	LSAMP	0.00573224294507634	NA
COL1A1	TNFSF13	0.00572919253887647	NA
COL1A2	COL16A1	0.00572419359266855	NA
COL1A2	C1QB	0.00572110245210599	NA
COL5A2	HSP90B1	0.00571937297267047	NA
COL1A1	HLA-DRB5	0.00571866066555575	NA
COL5A2	HBEGF	0.00571396240850444	NA
COL1A1	C1QB	0.00571046924443228	NA
COL3A1	LRIG2	0.00570690348497064	NA
COL3A1	ANG	0.00570472937777769	NA
COL5A2	GPC6	0.00569508835646336	NA
COL1A1	LTBP3	0.00569419216250485	NA
COL1A1	EREG	0.00569369843473816	NA
COL1A1	NFASC	0.00569018622708298	NA
COL5A1	CALM3	0.00568830149319567	NA
COL1A1	COL16A1	0.00568685950483446	NA
COL5A2	DCN	0.00568636467582204	NA
COL1A1	COL13A1	0.00568341262357752	NA
COL1A2	LTBP3	0.00567522642279902	NA
COL1A2	VCAN	0.00567066297360706	NA
COL1A2	NPNT	0.00567050810446191	NA
COL1A2	NECTIN2	0.00566639615746088	NA
COL1A1	HSPG2	0.00566563893857194	NA
COL5A2	COL1A2	0.00566493144071977	NA
COL5A1	HSP90B1	0.00566018950323502	NA
COL1A2	COL8A1	0.00565519263085584	NA
COL3A1	PAM	0.00565418529900642	NA
COL3A1	LTBP1	0.00565088464654273	NA
COL1A1	COL5A3	0.00565081882491735	NA
COL1A2	SEMA3G	0.00563612941960679	NA
COL5A1	CLDN1	0.00563520133438065	NA
COL1A2	SPON1	0.00563494363666689	NA
COL1A1	SIRPB2	0.00563318063495979	NA
COL5A1	CALM2	0.00562641046943199	NA
COL5A1	TIMP3	0.00562239632692631	NA
COL1A1	COL8A1	0.00561743439713641	NA
COL1A1	COL6A3	0.00561699934888761	NA
COL1A2	ADAM12	0.00561420980869999	NA
COL5A1	NRP1	0.00561258155518896	NA
COL3A1	ANGPTL4	0.00560583255220171	NA
COL5A1	LAMA4	0.00559878101310227	NA
COL1A2	CD55	0.0055836335043251	NA
COL1A1	COL14A1	0.00557309202240623	NA
COL1A2	COL6A2	0.00557275977691506	NA
COL5A2	NRG1	0.00556849028437977	NA
COL5A1	COL3A1	0.005567923225021	NA
COL3A1	VSIG10	0.00556617958677387	NA
COL5A2	JAM3	0.00556538258283209	NA
COL1A1	CDCP1	0.00556459586546222	NA
COL1A1	COL4A5	0.00555193536670676	NA
COL1A2	COL14A1	0.00554971177868284	NA
COL1A2	WNT7B	0.00554911694597563	NA
COL3A1	PTPRK	0.00553863512330208	NA
COL1A2	ADAM28	0.00553775603991865	NA
COL5A2	CALM2	0.00553597504759741	NA
COL1A2	C1QA	0.0055324991420853	NA
COL1A2	COMP	0.00553129057362096	NA
COL1A1	LGALS3BP	0.00553075606370457	NA
COL3A1	CTSD	0.00552742359476006	NA
COL5A2	PDGFD	0.00552451028228702	NA
COL1A1	APOA1	0.00552044928204345	NA
COL1A2	CADM3	0.00552016649301035	NA
COL5A2	CX3CL1	0.00551934423164458	NA
COL1A1	GNAS	0.00551889790523814	NA
COL3A1	THBS1	0.00551827070467947	NA
COL3A1	RGMA	0.00551554775586317	NA
COL5A2	RSPO3	0.00551150383534756	NA
COL1A1	COMP	0.00551118451159097	NA
COL5A1	PECAM1	0.00550948519181645	NA
COL3A1	COL1A1	0.00549853624942839	NA
COL5A1	VEGFC	0.00549013569141707	NA
COL1A2	PTPRM	0.00547415021833211	NA
COL3A1	ADAM10	0.00546491491811826	NA
COL1A2	ST6GAL1	0.00546367127778472	NA
COL5A2	CALM3	0.00545519210575172	NA
COL5A1	PSEN1	0.00545488098154775	NA
COL5A1	FGF14	0.00545274628746924	NA
COL3A1	VEGFA	0.00544771485378939	NA
COL5A2	PDGFA	0.00544075652576176	NA
COL1A2	LIPH	0.00543735714807963	NA
COL1A1	CNTN4	0.00543127544655519	NA
COL1A1	SLIT3	0.00542923077696632	NA
COL5A1	ANXA2	0.00542635773501947	NA
COL1A2	COPA	0.00542422383805204	NA
COL5A1	A2M	0.00542280616931744	NA
COL5A3	GAS6	0.00542210553982331	NA
COL1A1	SEMA3E	0.00542102910328497	NA
COL1A1	SEMA3D	0.00541662576425514	NA
COL1A2	COL4A4	0.00541145266518263	NA
COL1A2	LFNG	0.00540893028839315	NA
COL1A2	COL4A5	0.00540740296006691	NA
COL1A1	THBS2	0.00539640711985121	NA
COL1A1	CD320	0.00539583973218559	NA
COL5A2	SEMA3C	0.00539384018003187	NA
COL3A1	WIF1	0.00539210716935684	NA
COL3A1	PDGFA	0.0053887023917257	NA
COL1A1	COL27A1	0.00538814622871848	NA
COL5A1	PLAT	0.00538773240581503	NA
COL5A3	SLPI	0.0053855081693704	NA
COL1A2	COL27A1	0.00538429816654718	NA
COL5A1	EFEMP1	0.00538384724903015	NA
COL5A2	PGF	0.00538117255036566	NA
COL5A2	RELN	0.00537182449848047	NA
COL1A1	ADAM15	0.00536892892423377	NA
COL3A1	PDGFB	0.00536795223203208	NA
COL5A1	TSPAN3	0.00536666983594369	NA
COL1A2	MXRA5	0.00535915914434886	NA
COL5A3	ANGPTL4	0.00534961035180891	NA
COL5A1	CDH1	0.00534357004353825	NA
COL5A3	NAMPT	0.00534319629450041	NA
COL1A1	MXRA5	0.00533471825808286	NA
COL5A2	BDNF	0.00533381165428541	NA
COL1A2	SERPINE2	0.00532951558475343	NA
COL5A1	MMP9	0.00532901166099847	NA
COL1A2	ADAM15	0.00532864363985827	NA
COL3A1	OCLN	0.0053278515812962	NA
COL1A1	NECTIN2	0.00532529389976653	NA
COL5A3	CCN1	0.00532459637700676	NA
COL5A1	NCAM1	0.0053227370948646	NA
COL3A1	IGFBP4	0.00532029967785793	NA
COL1A1	LSAMP	0.0053185543887154	NA
COL3A1	CKLF	0.00531492889361985	NA
COL5A1	ANG	0.00530813700830944	NA
COL1A2	SEMA4A	0.00530513475215166	NA
COL1A1	HLA-DQB1	0.00530164956057596	NA
COL3A1	TIMP3	0.0053003228100421	NA
COL5A1	PGF	0.00529879579292337	NA
COL5A1	SEMA3C	0.00529852929767128	NA
COL5A2	COL18A1	0.00529422908291597	NA
COL5A2	SEMA4C	0.00529368903840652	NA
COL1A2	COL6A6	0.00529305861367495	NA
COL3A1	ICAM1	0.00528899066904643	NA
COL1A1	LRFN5	0.00527692290355848	NA
COL1A1	CADM3	0.00527345054928029	NA
COL5A1	OCLN	0.00527255453984573	NA
COL5A1	IL16	0.00527051763448946	NA
COL1A1	ADAM9	0.00526866654352897	NA
COL5A2	ESAM	0.00526387433783713	NA
COL5A1	CNTN4	0.00526186367724325	NA
COL5A1	SEMA3A	0.00526059084852173	NA
COL1A1	CMTM8	0.00525924770307344	NA
COL1A1	SIGLEC7	0.00525889122458197	NA
COL5A3	IGF2	0.00525292039837579	NA
COL5A1	POSTN	0.00525147611933039	NA
COL1A1	C1QA	0.00525123927532733	NA
COL1A1	NRG3	0.00524597523275855	NA
COL1A1	NEGR1	0.00524502333692637	NA
COL1A2	FCN1	0.0052440055086367	NA
COL5A2	LIF	0.00524059532995904	NA
COL5A2	CDH1	0.00523942334195784	NA
COL1A1	COL4A4	0.00523710712733922	NA
COL5A1	JAG1	0.00522799567866121	NA
COL1A1	SIGLEC9	0.00522726312932352	NA
COL1A2	NECTIN3	0.00522320498441504	NA
COL1A1	PCSK9	0.00522320235410868	NA
COL1A1	PLEKHO2	0.00521663878929036	NA
COL5A2	PTPRK	0.0052145840186976	NA
COL5A2	NGF	0.0052121646907996	NA
COL1A1	SEMA3G	0.00520981003827153	NA
COL5A3	POSTN	0.00520809933432791	NA
COL1A1	SPON1	0.00520245287083147	NA
COL1A1	COL6A2	0.00520170084129943	NA
COL5A2	CLCF1	0.00520157911828358	NA
COL3A1	PTPRC	0.00519181663234192	NA
COL5A2	DLL4	0.0051870087631196	NA
COL5A2	NRP1	0.00518016434247572	NA
COL5A2	CSF2	0.00517901925913055	NA
COL3A1	CDH1	0.00517900396852361	NA
COL5A1	ADAM10	0.00517569216125224	NA
COL5A2	COL3A1	0.00517397501548832	NA
COL1A2	SPARC	0.00517357431501959	NA
COL1A1	VCAN	0.00517264609595471	NA
COL1A2	FLRT3	0.0051699203821777	NA
COL5A1	APOE	0.0051590818150432	NA
COL1A2	C3	0.00515684568624695	NA
COL5A2	PLAT	0.00515382628462365	NA
COL5A2	COL13A1	0.00515158143635763	NA
COL1A1	LRIG1	0.00515100707679031	NA
COL5A1	IGFBP4	0.00515009606388706	NA
COL5A2	LTF	0.00514271990198945	NA
COL5A2	DUSP18	0.00513229860798152	NA
COL5A1	GRN	0.00512924335669615	NA
COL1A2	F8	0.00512828936436789	NA
COL1A2	SEMA4B	0.00512712707949872	NA
COL5A2	TIMP3	0.00512610733150108	NA
COL1A2	LIN7C	0.00512561950859241	NA
COL5A1	COL18A1	0.00512392297869772	NA
COL1A1	SERPING1	0.00511852273347614	NA
COL1A2	SIGLEC5	0.00511691797345886	NA
COL5A1	ITGB2	0.00511483930242718	NA
COL1A1	ADAM12	0.00511421097932885	NA
COL5A1	WNT2	0.00510995885188031	NA
COL5A2	SPP1	0.00510607726826844	NA
COL3A1	COL18A1	0.00510333786705952	NA
COL5A2	PAM	0.00510259070131532	NA
COL1A2	NEGR1	0.0050998063487811	NA
COL3A1	LAMB2	0.00509295752243395	NA
COL1A2	CNTN6	0.00509159575898514	NA
COL5A1	HBEGF	0.00509005446578033	NA
COL3A1	PECAM1	0.00508971919130147	NA
COL5A2	VWF	0.00508076396141777	NA
COL3A1	PSEN1	0.005078993107222	NA
COL5A1	CP	0.00507856779402679	NA
COL5A2	MMP7	0.00507431439813141	NA
COL5A1	CXCL8	0.00506397814297991	NA
COL1A1	FLRT3	0.00506307206111961	NA
COL5A2	EPHA4	0.00505155957200423	NA
COL5A1	PSAP	0.00505047012875747	NA
COL3A1	COL1A2	0.00504928681532055	NA
COL5A1	PTN	0.00504735595003442	NA
COL3A1	SERPINE1	0.00504538497667589	NA
COL1A1	F13A1	0.00504295919244511	NA
COL5A2	EDN1	0.00503967734549075	NA
COL5A1	TIMP1	0.00503665831330235	NA
COL5A1	LGALS1	0.00503297867404566	NA
COL1A2	CD1B	0.00502714663162872	NA
COL1A2	COL24A1	0.00502401681132684	NA
COL5A2	AZGP1	0.00501742773532481	NA
COL5A3	LTBP1	0.00501609013518906	NA
COL5A2	CD14	0.00501546549311774	NA
COL3A1	WNT3A	0.00501488274341398	NA
COL5A2	NCAM1	0.00501184471246795	NA
COL5A1	LAMA5	0.00501016559804777	NA
COL1A2	CRTAM	0.00500697463950187	NA
COL5A1	SCGB3A1	0.00500049016212722	NA
COL5A2	SELE	0.0049892981051874	NA
COL3A1	JAG1	0.00498275634163439	NA
COL5A2	SERPINE1	0.0049820033755921	NA
COL1A1	COL6A6	0.00497756795982046	NA
COL1A2	COL21A1	0.00496996741171006	NA
COL5A1	FN1	0.00496971638601611	NA
COL5A1	LAMC1	0.0049667656891589	NA
COL5A2	CEACAM6	0.00496331803010904	NA
COL1A1	CNTN6	0.00495566688565773	NA
COL5A1	CALR	0.0049500395538468	NA
COL5A1	NRG1	0.00494862875903854	NA
COL5A2	SCGB3A1	0.00494641503011197	NA
COL5A2	C4BPA	0.00494041657741024	NA
COL5A2	CD320	0.00493275430415674	NA
COL5A1	JAG2	0.0049288586230382	NA
COL1A1	SLITRK6	0.00492847936723678	NA
COL1A2	COL8A2	0.00492477190180674	NA
COL5A1	CALM1	0.00492275991524276	NA
COL1A2	SEMA3B	0.00491905744714873	NA
COL5A2	LAMB2	0.00491868836494073	NA
COL5A1	ANGPTL2	0.00491584032797697	NA
COL5A2	VEGFC	0.00491455330503365	NA
COL5A1	VEGFD	0.00491121051494141	NA
COL1A2	ADAM9	0.00490764692929373	NA
COL1A1	COL8A2	0.00490644525280028	NA
COL5A3	IL1B	0.00490230195669168	NA
COL1A1	CEACAM1	0.00489864932972434	NA
COL1A2	ZNRF3	0.00489753999300355	NA
COL5A1	FGG	0.00489607927279994	NA
COL5A1	CX3CL1	0.0048945272461635	NA
COL3A1	PTN	0.00489099494841938	NA
COL3A1	EFEMP1	0.00489077081890239	NA
COL5A2	LSAMP	0.00488757031307378	NA
COL1A1	LFNG	0.00487935944580758	NA
COL1A1	HAS1	0.00487879034806558	NA
COL5A1	COL6A1	0.00487729791910943	NA
COL3A1	POSTN	0.00487415998017745	NA
COL3A1	TNC	0.00487216449584037	NA
COL5A1	EPHA4	0.00486950503902901	NA
COL5A2	ICAM1	0.00486675081232433	NA
COL1A2	ANGPTL1	0.00486575483420712	NA
COL1A1	SERPINE2	0.00486552558763095	NA
COL3A1	TSPAN3	0.0048613428760413	NA
COL1A1	SEMA4A	0.0048608420466809	NA
COL5A1	LAMB2	0.00485871616148848	NA
COL5A1	RSPO3	0.00485413748479546	NA
COL5A1	FGF18	0.00485319299208566	NA
COL1A2	PI16	0.00485192446304709	NA
COL5A2	ANXA2	0.00484673084352751	NA
COL1A1	MMRN2	0.00484352698737227	NA
COL1A1	SIGLEC5	0.00484303946847736	NA
COL5A2	TNC	0.00484249169839949	NA
COL5A1	ANXA1	0.00484174026240882	NA
COL5A1	MFGE8	0.00483765070999881	NA
COL1A2	WNT9A	0.00482551991171061	NA
COL5A1	HDC	0.00482434261505539	NA
COL1A1	LIPH	0.00482408482701605	NA
COL1A2	SOSTDC1	0.00482208863688798	NA
COL3A1	MMP2	0.0048088987735765	NA
COL5A1	THY1	0.00480457776041337	NA
COL5A1	TNC	0.00480420554904674	NA
COL1A1	PI16	0.00480253429161521	NA
COL5A1	PRG4	0.00479831604284623	NA
COL5A1	TIMP2	0.00479742871868972	NA
COL1A1	PLA2G2A	0.00479463280761061	NA
COL5A1	VWF	0.00479362291604959	NA
COL5A1	SIGLEC7	0.00479097796380485	NA
COL1A2	NTM	0.00479038016884789	NA
COL5A1	CADM1	0.00478515122077036	NA
COL3A1	DCN	0.0047850110027392	NA
COL1A1	SPARC	0.00478467870793257	NA
COL5A1	WNT3A	0.00478037028139738	NA
COL1A1	ADAM28	0.00477719194370294	NA
COL5A2	AGT	0.00477043075755624	NA
COL3A1	DUSP18	0.00476502919571855	NA
COL1A2	NECTIN4	0.00476274905898437	NA
COL1A1	PTPRM	0.00475808707778366	NA
COL5A2	LAMA5	0.00475727137304702	NA
COL5A2	LAMA4	0.00474635245376042	NA
COL1A2	MCAM	0.00474593242287745	NA
COL5A2	SDC2	0.0047430935191947	NA
COL5A2	IL1RN	0.00474079402785616	NA
COL5A1	DUSP18	0.00474025969140449	NA
COL5A2	FURIN	0.00473876770549004	NA
COL5A1	ANGPT2	0.00473687944677416	NA
COL3A1	DLL4	0.00473491052670772	NA
COL5A1	FLRT2	0.00473287392626737	NA
COL5A1	CAMP	0.00472696846668429	NA
COL1A1	CD55	0.00472505998698351	NA
COL1A2	PLTP	0.00471914560645913	NA
COL3A1	SPP1	0.00471598909146525	NA
COL3A1	HSP90B1	0.00471482928599221	NA
COL5A1	CCN4	0.00471200017808048	NA
COL3A1	TGFBI	0.00470902743498208	NA
COL1A1	FCN1	0.00470752888486245	NA
COL5A2	BACE2	0.00470624202700328	NA
COL5A2	WNT2	0.00470253991177932	NA
COL3A1	WNT2B	0.00469782824366669	NA
COL1A1	CD1B	0.00469374805841649	NA
COL1A1	C3	0.00468707228630913	NA
COL3A1	ANXA2	0.00468583308026529	NA
COL5A2	VSIG10	0.0046846393318318	NA
COL1A2	NRXN3	0.00468245187703305	NA
COL5A3	IGF1	0.00467824897366007	NA
COL5A1	TGFBI	0.00467669963618141	NA
COL5A1	LGALS3BP	0.00466967382596896	NA
COL1A1	NECTIN3	0.00466438250537377	NA
COL5A2	COL15A1	0.00466324353316469	NA
COL5A1	LAMB1	0.00465690318620533	NA
COL5A2	GRN	0.00465194995450386	NA
COL1A1	WNT7B	0.00464865197703344	NA
COL5A2	PDGFC	0.00464446723156456	NA
COL3A1	WNT5A	0.00464409021977654	NA
COL1A1	F8	0.00464366266994723	NA
COL5A2	CXCL12	0.00464320952278601	NA
COL1A1	MCAM	0.00464274142553323	NA
COL5A2	PSEN1	0.004634019291337	NA
COL1A1	COL21A1	0.00463400357428629	NA
COL3A1	JAM3	0.00462744026088646	NA
COL5A3	S100A4	0.00462584355830008	NA
COL3A1	IL1RN	0.00462420811843256	NA
COL5A1	HLA-DRB5	0.00462319903564117	NA
COL5A1	SEMA3D	0.00461696280276348	NA
COL5A2	PTN	0.00461239024255558	NA
COL5A1	CTSG	0.00459259791805636	NA
COL5A1	LRPAP1	0.00459174336552777	NA
COL3A1	C4BPA	0.00459077303305434	NA
COL3A1	PGF	0.00458847399078849	NA
COL5A1	COL12A1	0.00458836337906192	NA
COL5A1	PDGFC	0.00458797361242514	NA
COL5A1	SLIT3	0.0045829439729301	NA
COL3A1	CLDN1	0.00458251963796167	NA
COL1A1	ST6GAL1	0.00457360956940922	NA
COL5A2	MDK	0.00456859536793685	NA
COL5A1	APP	0.00456827274098561	NA
COL5A2	TGFBI	0.00456789642767829	NA
COL5A2	CALM1	0.00456282379248457	NA
COL3A1	ADAM17	0.0045563327353572	NA
COL3A1	BACE2	0.00455450285088306	NA
COL1A2	CD99	0.00454592813825787	NA
COL5A1	ADAM15	0.00454271040060334	NA
COL5A2	ADAM17	0.00454133118310092	NA
COL1A2	GGT1	0.00453574028311082	NA
COL5A2	EREG	0.00453112686837669	NA
COL5A1	TNFSF13	0.00453028134180159	NA
COL5A2	SEMA3A	0.00452916317270662	NA
COL5A1	VCAM1	0.00452487011151485	NA
COL5A2	LGALS3	0.00452137245818148	NA
COL1A2	ATP1B1	0.00451859085636092	NA
COL5A2	VEGFD	0.00451846801069622	NA
COL5A2	PDGFB	0.00451807140164322	NA
COL5A1	LSAMP	0.00451273520519234	NA
COL3A1	NRG1	0.00450458432201724	NA
COL5A2	MFNG	0.00449996012114128	NA
COL5A1	HAS2	0.00449549337746386	NA
COL5A2	MMP14	0.0044947939071059	NA
COL5A1	LGALS3	0.00449312502416221	NA
COL3A1	CNTN4	0.0044848586917635	NA
COL5A2	CDCP1	0.00448297659039236	NA
COL5A2	LAMB1	0.00447195919632434	NA
COL5A1	TNFSF14	0.0044697512578855	NA
COL1A1	SEMA3B	0.00445881886324599	NA
COL1A1	COL24A1	0.00444946516291228	NA
COL5A2	FN1	0.00444894794871222	NA
COL5A1	COL13A1	0.00444293136469571	NA
COL1A1	CRTAM	0.00443181889043205	NA
COL5A1	SLIT2	0.00442958452319879	NA
COL3A1	LSAMP	0.00442701081511935	NA
COL5A2	ADAM10	0.0044267717312997	NA
COL1A1	NRXN3	0.00442455939456262	NA
COL1A1	LIN7C	0.00442309569252053	NA
COL3A1	VTN	0.00441763716186688	NA
COL3A1	FGF14	0.00441572651097714	NA
COL3A1	TNFSF14	0.00441518062702481	NA
COL5A1	COL4A3	0.00440462550084087	NA
COL3A1	AGRN	0.00439892904570883	NA
COL5A2	LAMC1	0.00439773424034968	NA
COL1A1	WNT9A	0.0043928439434982	NA
COL5A1	COL6A2	0.00438930574431935	NA
COL3A1	MDK	0.00438517702824166	NA
COL5A1	JAM3	0.0043843069517265	NA
COL3A1	COL13A1	0.00438222077790416	NA
COL5A1	MMP14	0.00437963456755172	NA
COL1A1	NTM	0.00437924977511827	NA
COL1A1	ANGPTL1	0.00437513362508936	NA
COL5A2	VTN	0.00437195152348737	NA
COL5A2	LRIG1	0.00437133738852803	NA
COL3A1	MMP9	0.00436866146771807	NA
COL3A1	JAG2	0.00436594384936876	NA
COL5A1	LAMB3	0.00436043894217128	NA
COL5A2	JAG2	0.00435993507916066	NA
COL3A1	PDGFC	0.00435973798330946	NA
COL3A1	GRN	0.00435868564671793	NA
COL5A2	CALR	0.0043578880768575	NA
COL5A3	IGFBP3	0.00435386415142718	NA
COL5A2	WNT3A	0.00435232190257816	NA
COL5A2	PRG4	0.00435177445722074	NA
COL3A1	SYT1	0.00435164678530572	NA
COL3A1	RSPO3	0.00435157780908679	NA
COL5A1	LAMC2	0.00434564225240416	NA
COL1A1	SEMA4B	0.00434164298964555	NA
COL5A1	GPC3	0.00434084111911967	NA
COL5A1	EDIL3	0.00433574546965065	NA
COL3A1	LAMA4	0.00433155729797747	NA
COL5A1	LTBP3	0.00432819178135138	NA
COL5A2	WNT5A	0.00432228307511416	NA
COL5A3	CCN2	0.00431943188493108	NA
COL5A2	SYT1	0.00431466874190447	NA
COL5A1	C1QA	0.00430980865590889	NA
COL5A2	ADAM28	0.00430794897013051	NA
COL5A2	CLEC11A	0.00429453787640631	NA
COL3A1	NRP1	0.00429186881747571	NA
COL5A1	ESAM	0.00428404984157275	NA
COL5A1	SIGLEC5	0.00427933346944728	NA
COL3A1	PSAP	0.00427914357660002	NA
COL3A1	FGF7	0.00427906770679119	NA
COL1A1	ZNRF3	0.00427654136284162	NA
COL5A1	COL5A3	0.00426946382608669	NA
COL5A2	FGG	0.00426933630719355	NA
COL5A3	MIF	0.00426574571223225	NA
COL5A2	APOE	0.00426102169061618	NA
COL5A1	NTN1	0.004255683914423	NA
COL5A1	NFASC	0.00425470353854396	NA
COL5A2	PCSK9	0.00425443586809577	NA
COL1A1	PLTP	0.00424908610974089	NA
COL5A1	ANGPTL1	0.0042448212329592	NA
COL5A2	COL5A1	0.00424201966632721	NA
COL5A1	FGA	0.00423936839643522	NA
COL5A2	EFEMP2	0.00423647045180327	NA
COL5A1	WNT5A	0.0042349290626278	NA
COL3A1	FN1	0.00423333217380169	NA
COL5A1	SERPING1	0.00423192363028961	NA
COL5A2	ANXA1	0.0042261539016099	NA
COL1A1	SOSTDC1	0.00422489205237429	NA
COL5A1	NEGR1	0.00421270561264436	NA
COL5A1	SIGLEC1	0.0042125215939974	NA
COL3A1	FURIN	0.00420808372496565	NA
COL1A2	FAM3C	0.00420748104243492	NA
COL3A1	LGALS9	0.00420325830048498	NA
COL3A1	IL16	0.00420075162484364	NA
COL5A3	IL6	0.00419670922515077	NA
COL5A1	LGALS9	0.00419284486129869	NA
COL5A2	GDF10	0.00419076147757307	NA
COL1A1	NECTIN4	0.00418925472722427	NA
COL3A1	LTF	0.00418916897624287	NA
COL5A2	LRPAP1	0.00418657507230787	NA
COL3A1	LGALS1	0.00418599345564679	NA
COL3A1	LAMB1	0.00418591156227137	NA
COL3A1	CALM2	0.00418445742675604	NA
COL5A2	GPC3	0.00418420852176535	NA
COL5A1	C1QB	0.00418285050503306	NA
COL5A2	NRG3	0.0041808091573668	NA
COL5A2	SEMA3E	0.00417665905386476	NA
COL5A1	SEMA3F	0.00417307643319311	NA
COL5A1	COL4A4	0.00416744463754695	NA
COL5A2	LAMC2	0.00416478692690867	NA
