test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver	target_set	perm_mean	perm_sd	perm_z	perm_p	perm_p_BH	fdr_significant	n_permutations	aupr_frozen	rank_frozen	rank_change_bm_minus_injury	ligand_class
F8	0.724172561348354	0.00560307075743565	0.00246909321760802	0.0224511974377239	113	Pericytes	basement_membrane	0.00096377540166256	0.00486948805081258	0.309132664509622	0.101889811018898	0.234566813588911	FALSE	10000	0.0561383385249727	125	-12	other
ADAM12	0.724456379355515	0.00559276684725749	0.00245878930742986	0.0258839036609154	114	Pericytes	basement_membrane	0.00105079808271994	0.00549797668636025	0.256092614616384	0.105289471052895	0.234566813588911	FALSE	10000	0.053429499392106	161	-47	other
LTBP1	0.658283119378223	0.00559042904693286	0.00245645150710523	0.0277308497304503	115	Pericytes	basement_membrane	0.00103297545297614	0.00532381222419305	0.26737908742543	0.106989301069893	0.234566813588911	FALSE	10000	0.073168772314913	34	81	other
LPL	0.710854947166187	0.00558848663442571	0.00245450909459808	0.0220160240737623	116	Pericytes	basement_membrane	0.00101530587694666	0.00521670451878082	0.275883599017368	0.108089191080892	0.234566813588911	FALSE	10000	0.0477410591741126	205	-89	other
FBN1	0.71011265391669	0.00558786141122255	0.00245388387139491	0.0203878807737814	117	Pericytes	basement_membrane	0.00106189505334956	0.005529911821374	0.251719894097604	0.104089591040896	0.234566813588911	FALSE	10000	0.0678045114154984	46	71	other
LAMA5	0.707383634617065	0.0055778631355178	0.00244388559569017	0.0287547646208227	118	Pericytes	basement_membrane	0.00102809000136126	0.00530261074803695	0.266999721760275	0.108789121087891	0.234566813588911	FALSE	10000	0.0647332040892507	63	55	other
LTB	0.635752336040522	0.00556037551237342	0.00242639797254579	0.0231315750783507	119	Pericytes	basement_membrane	0.000996410897199435	0.00505962230019663	0.28262723786532	0.108289171082892	0.234566813588911	FALSE	10000	0.0181731926974044	309	-190	other
COL6A2	0.726574098332024	0.00555709200694583	0.0024231144671182	0.0289892802493389	120	Pericytes	basement_membrane	0.00102489659586456	0.00528679712367744	0.264473524999017	0.107389261073893	0.234566813588911	FALSE	10000	0.0611514406571874	85	35	other
ANXA2	0.732970919570344	0.00554721561905906	0.00241323807923143	0.020382454472922	121	Pericytes	basement_membrane	0.000973546814180993	0.00495444683538463	0.290585672404066	0.105289471052895	0.234566813588911	FALSE	10000	0.0469438127696121	212	-91	other
SEMA3F	0.702646057112918	0.00554474440272567	0.00241076686289804	0.0250984393278596	122	Pericytes	basement_membrane	0.00106119078077207	0.00542526375245871	0.24875769063105	0.11028897110289	0.234566813588911	FALSE	10000	0.0794509652862885	26	96	other
FGF18	0.728102349139814	0.00553915648434963	0.002405178944522	0.0104907964545899	123	Pericytes	basement_membrane	0.000940674790006335	0.00456508304930884	0.320805588572457	0.107689231076892	0.234566813588911	FALSE	10000	0.0332801972582867	260	-137	other
CALM1	0.71570168544232	0.00553698931109771	0.00240301177127008	0.0193663222984622	124	Pericytes	basement_membrane	0.00107565867383916	0.00559648634613384	0.237176152202692	0.108289171082892	0.234566813588911	FALSE	10000	0.052047667322929	174	-50	other
THY1	0.71061479346782	0.00551725904392213	0.00238328150409449	0.0255042205711762	125	Pericytes	basement_membrane	0.00107044764071986	0.00568246258392728	0.231032557449292	0.110988901109889	0.234566813588911	FALSE	10000	0.0558751903802505	130	-5	other
COL4A3	0.719653305388176	0.00550935228285666	0.00237537474302902	0.0269982493573391	126	Pericytes	basement_membrane	0.00102810321799582	0.00529086318400888	0.254641157440094	0.108089191080892	0.234566813588911	FALSE	10000	0.0555815221600274	133	-7	other
CD55	0.697188018513668	0.0055013890446344	0.00236741150480677	0.0276496248682463	127	Pericytes	basement_membrane	0.00105059018336604	0.00549748129253633	0.239531751245524	0.110688931106889	0.234566813588911	FALSE	10000	0.0554275804033623	136	-9	other
CLDN1	0.67581433935901	0.00547358103256857	0.00233960349274094	0.00256359729084736	128	Pericytes	basement_membrane	0.00102430863177977	0.00537962169792936	0.244495790748155	0.112488751124888	0.234566813588911	FALSE	10000	0.0457839407998419	217	-89	other
SEMA3G	0.691773644223214	0.00546823194444877	0.00233425440462113	0.0255578100675421	129	Pericytes	basement_membrane	0.00108045785238244	0.00569268252175527	0.220247053554658	0.113488651134887	0.234566813588911	FALSE	10000	0.0570584654043593	118	11	other
ATP1B1	0.719937123395337	0.00546605144963229	0.00233207390980466	0.0208834342665201	130	Pericytes	basement_membrane	0.00101376180564268	0.00518662893765513	0.254175133792778	0.112088791120888	0.234566813588911	FALSE	10000	0.0533434070694894	162	-32	other
LAMA3	0.713452973539429	0.00545961700165304	0.00232563946182541	0.0259039921493344	131	Pericytes	basement_membrane	0.00102916621399026	0.00529017149184187	0.245072064267572	0.110688931106889	0.234566813588911	FALSE	10000	0.0674705608315087	49	82	other
C3	0.707383634617065	0.00545091318515357	0.00231693564532594	0.0238383536004847	132	Pericytes	basement_membrane	0.00100608933828086	0.00504919783914191	0.259614764326179	0.112988701129887	0.234566813588911	FALSE	10000	0.0681527713726105	44	88	other
VEGFD	0.699327569644574	0.00544865013740646	0.00231467259757883	0.0251985946295566	133	Pericytes	basement_membrane	0.00103511696638729	0.0054338655485514	0.235477970472173	0.113688631136886	0.234566813588911	FALSE	10000	0.0550563465873243	144	-11	other
VCAN	0.706772334293949	0.00544824276869079	0.00231426522886316	0.0261653431783108	134	Pericytes	basement_membrane	0.00102669470089545	0.00529376900038346	0.243223784013704	0.112388761123888	0.234566813588911	FALSE	10000	0.0673884213806335	50	84	other
LRFN5	0.72696707711117	0.00544638602533667	0.00231240848550904	0.0262539359829554	135	Pericytes	basement_membrane	0.00104865556174821	0.00549812673497899	0.229851544839965	0.115288471152885	0.234566813588911	FALSE	10000	0.0541497223346247	155	-20	other
BMP6	0.687494541961402	0.00544461698546559	0.00231063944563796	-0.00371588915958401	136	Pericytes	basement_membrane	0.00111336678943792	0.00595699474856306	0.200986018409508	0.114388561143886	0.234566813588911	FALSE	10000	0.0302655186955619	272	-136	other
ANGPTL2	0.66913370011353	0.00544177483250272	0.00230779729267508	0.0101340682683753	137	Pericytes	basement_membrane	0.000976653372528169	0.00505915618847044	0.263115798476537	0.111588841115888	0.234566813588911	FALSE	10000	0.0292180545251642	276	-139	other
COMP	0.721989345908654	0.00543424592922683	0.00230026838939919	0.0217915385291234	138	Pericytes	basement_membrane	0.0010652588262035	0.00554494141144452	0.222727252022301	0.114188581141886	0.234566813588911	FALSE	10000	0.0559979173539227	127	11	other
VCAM1	0.719675137542573	0.00543276740366061	0.00229878986383298	0.019733023482796	139	Pericytes	basement_membrane	0.0010121818012494	0.00531474972430677	0.242082530565708	0.113888611138886	0.234566813588911	FALSE	10000	0.0989730367689061	14	125	other
NEGR1	0.690354554187408	0.00542372424869727	0.00228974670886964	0.0295938537462481	140	Pericytes	basement_membrane	0.00103132100998716	0.00533045491363194	0.236082232993701	0.114288571142886	0.234566813588911	FALSE	10000	0.0652199535187805	62	78	other
TNC	0.722906296393328	0.00542090746788809	0.00228692992806046	0.0141662468030134	141	Pericytes	basement_membrane	0.000985943735745279	0.0053213083954245	0.244486148074753	0.111788821117888	0.234566813588911	FALSE	10000	0.0863933442655254	21	120	other
CNTN4	0.719282158763426	0.00539691620715541	0.00226293866732777	0.0272866500049255	142	Pericytes	basement_membrane	0.00101945836809118	0.00523752533850277	0.23741752428296	0.11968803119688	0.234566813588911	FALSE	10000	0.0443810435452543	224	-82	other
SEMA3B	0.706226530434024	0.00538668102070227	0.00225270348087464	0.0276301237223857	143	Pericytes	basement_membrane	0.00102688049395098	0.00531166395972102	0.230779468772727	0.117188281171883	0.234566813588911	FALSE	10000	0.0555189137803377	135	8	other
IL16	0.71744825779408	0.00538613115681323	0.00225215361698559	0.0247526056638721	144	Pericytes	basement_membrane	0.00104938366558516	0.00548716224979169	0.21919708159643	0.12048795120488	0.234566813588911	FALSE	10000	0.0508130188090554	182	-38	other
COL8A1	0.718343376124356	0.00538277718444814	0.00224879964462051	0.021148329487341	145	Pericytes	basement_membrane	0.00104917121915287	0.00545555215751926	0.219891294378741	0.117288271172883	0.234566813588911	FALSE	10000	0.0475631788320374	209	-64	other
LAMB3	0.720111780630513	0.00538037757235846	0.00224640003253083	0.0253593150088705	146	Pericytes	basement_membrane	0.00105292875337625	0.00553411691733786	0.215657041038572	0.117188281171883	0.234566813588911	FALSE	10000	0.0614592756526951	81	65	other
JAM2	0.722709807003756	0.00537351112748411	0.00223953358765648	0.0317212091279813	147	Pericytes	basement_membrane	0.00104389896190332	0.00534234769107319	0.223803221896435	0.120687931206879	0.234566813588911	FALSE	10000	0.0555197710016778	134	13	other
A2M	0.719391319535412	0.00537174033107455	0.00223776279124691	0.0261478591243345	148	Pericytes	basement_membrane	0.00102210339788596	0.00527461559810001	0.230473552195701	0.118488151184882	0.234566813588911	FALSE	10000	0.0633037100649395	69	79	other
HSP90B1	0.727796698978256	0.00536758893632222	0.00223361139649459	0.0235609997856328	149	Pericytes	basement_membrane	0.00103356456027552	0.00536623770442935	0.223629086581189	0.117588241175882	0.234566813588911	FALSE	10000	0.0446432489608175	222	-73	other
SERPING1	0.701467120775479	0.00536696747533483	0.0022329899355072	0.0264994226052274	150	Pericytes	basement_membrane	0.00104239653228541	0.00548293265317161	0.217145363354608	0.119388061193881	0.234566813588911	FALSE	10000	0.0621643707842395	76	74	other
SEMA3D	0.706161033970833	0.00536236095189214	0.00222838341206451	0.0256930857665232	151	Pericytes	basement_membrane	0.00106686165446223	0.00558969338722133	0.20779704308248	0.12028797120288	0.234566813588911	FALSE	10000	0.0544880861715026	152	-1	other
GGT1	0.720177277093704	0.00534494908520996	0.00221097154538232	0.0256667133426047	152	Pericytes	basement_membrane	0.00102329676055891	0.00530428285778721	0.223908644517287	0.117388261173883	0.234566813588911	FALSE	10000	0.0743091328090485	31	121	other
EFEMP1	0.672626844817047	0.00534147122880983	0.0022074936889822	0.027053910767594	153	Pericytes	basement_membrane	0.00102437523505077	0.00533494594284011	0.221767655494102	0.122387761223878	0.234566813588911	FALSE	10000	0.0551432467288993	142	11	other
CD1B	0.708715396035282	0.00534129024402552	0.00220731270419788	0.0252005118305576	154	Pericytes	basement_membrane	0.0010547337834461	0.00550396132421424	0.209408978889641	0.12018798120188	0.234566813588911	FALSE	10000	0.0509955689165223	181	-27	other
EDN1	0.704086979303118	0.00533895698532819	0.00220497944550055	0.0059888259076182	155	Pericytes	basement_membrane	0.000985254933785498	0.00493488003998003	0.24716396383163	0.120787921207879	0.234566813588911	FALSE	10000	0.0715255815907329	36	119	other
COL4A5	0.708780892498472	0.00533527677005083	0.0022012992302232	0.0251997818880632	156	Pericytes	basement_membrane	0.00100728157574597	0.00510713657569084	0.233793954162214	0.122687731226877	0.234566813588911	FALSE	10000	0.0505257785315392	184	-28	other
SEMA3E	0.694655488603617	0.0053344019252672	0.00220042438543957	0.0255662259901169	157	Pericytes	basement_membrane	0.00104868742029048	0.0053867234916026	0.21381029988722	0.124987501249875	0.234566813588911	FALSE	10000	0.0530083651592029	166	-9	other
LAMC2	0.697428172212035	0.0053020312290688	0.00216805368924117	0.0242433672689973	158	Pericytes	basement_membrane	0.00119142303000601	0.0064197328221388	0.152129486739261	0.123287671232877	0.234566813588911	FALSE	10000	0.0551630347594245	140	18	other
CORIN	0.711444415334906	0.00529752040934671	0.00216354286951907	0.0268561616891726	159	Pericytes	basement_membrane	0.00105495225880091	0.00549371813343353	0.201792407945274	0.123087691230877	0.234566813588911	FALSE	10000	0.0610992310329997	87	72	other
ADAM15	0.690769365120952	0.00529691909734187	0.00216294155751424	0.0262445192420202	160	Pericytes	basement_membrane	0.00102945800507843	0.00528447844247108	0.214492984459179	0.122987701229877	0.234566813588911	FALSE	10000	0.0580570734865958	111	49	other
CADM3	0.666186359269934	0.00529596840401288	0.00216199086418524	0.0217990288011346	161	Pericytes	basement_membrane	0.00102606798491368	0.00546178528754386	0.207976480119449	0.12028797120288	0.234566813588911	FALSE	10000	0.0172037502847131	312	-151	other
TSPAN33	0.702536896340932	0.00528565557229522	0.00215167803246759	0.0216233964887341	162	Pericytes	basement_membrane	0.00103416883497199	0.0053247621457222	0.209870256532188	0.128687131286871	0.234566813588911	FALSE	10000	0.0496571598605857	193	-31	other
THBS2	0.681359706575846	0.00528478479397784	0.00215080725415021	0.0192871628419934	163	Pericytes	basement_membrane	0.0010200917603995	0.00523543462158706	0.215973567712693	0.123387661233877	0.234566813588911	FALSE	10000	0.0931076112478326	18	145	other
APOE	0.69245044100952	0.00527600369398298	0.00214202615415535	0.0160301290249195	164	Pericytes	basement_membrane	0.00105136067608274	0.00547686519047299	0.199140464506926	0.125587441255874	0.234566813588911	FALSE	10000	0.0474183732063925	210	-46	other
CX3CL1	0.6926032660903	0.00527434872427829	0.00214037118445066	0.000764151059974193	165	Pericytes	basement_membrane	0.000987318519907328	0.00515902199888877	0.223502180217819	0.118088191180882	0.234566813588911	FALSE	10000	0.0304787027673391	269	-104	other
SOSTDC1	0.695725264169069	0.00527298783190312	0.00213901029207549	0.0251688022360229	166	Pericytes	basement_membrane	0.00102437622704203	0.0052883901484382	0.210770013888374	0.125187481251875	0.234566813588911	FALSE	10000	0.0548700962787714	147	19	other
COL21A1	0.707318138153873	0.00525978751821199	0.00212580997838436	0.0254635311855229	167	Pericytes	basement_membrane	0.00102771469649237	0.00527915108940847	0.208006034169981	0.128087191280872	0.234566813588911	FALSE	10000	0.0580583309342215	110	57	other
APOA1	0.706335691206009	0.00525190630943763	0.00211792876961	0.0173359860721966	168	Pericytes	basement_membrane	0.00102868101320169	0.00531210873344129	0.20504997376111	0.126487351264874	0.234566813588911	FALSE	10000	0.0568216280201765	120	48	other
DLL4	0.655968911012141	0.00523524052816682	0.00210126298833918	0.0150666450371711	169	Pericytes	basement_membrane	0.00108784464871732	0.005706802326025	0.177580767954818	0.127987201279872	0.234566813588911	FALSE	10000	0.0777105202694205	27	142	other
CALM2	0.70284254650249	0.00523443924528094	0.00210046170545331	0.013725530168967	170	Pericytes	basement_membrane	0.00106747345216351	0.00553344717394096	0.186680783392045	0.129287071292871	0.234566813588911	FALSE	10000	0.0419875068629404	233	-63	other
S100A4	0.71286350537071	0.00522870510931428	0.00209472756948665	0.0244327036686529	171	Pericytes	basement_membrane	0.00100072445045861	0.00516297873151383	0.211893787659914	0.125987401259874	0.234566813588911	FALSE	10000	0.0610712177285981	88	83	other
AREG	0.715898174831893	0.00522727870685523	0.0020933011670276	-0.0090497983608984	172	Pericytes	basement_membrane	0.00106729300141204	0.00549288774031299	0.186788482510859	0.13008699130087	0.234566813588911	FALSE	10000	0.0359886975496109	254	-82	other
CCN1	0.690398218496202	0.00521587114162572	0.00208189360179808	0.0218143800898202	173	Pericytes	basement_membrane	0.00105675493548256	0.00551189646356427	0.185986560722262	0.130986901309869	0.234566813588911	FALSE	10000	0.0611234502773197	86	87	other
TFPI	0.680770238407128	0.00520934100423343	0.0020753634644058	0.0105172604542575	174	Pericytes	basement_membrane	0.000992401079820072	0.00497473480741811	0.217692485430754	0.130986901309869	0.234566813588911	FALSE	10000	0.0611551753843855	84	90	other
WIF1	0.636603790062004	0.0052068065744087	0.00207282903458107	0.0200372336010965	175	Pericytes	basement_membrane	0.00106609955910835	0.00566731583176741	0.17763779280301	0.131986801319868	0.234566813588911	FALSE	10000	0.0323456802976959	263	-88	other
SEMA4B	0.707427298925859	0.00520224843214337	0.00206827089231574	0.0259078818415168	176	Pericytes	basement_membrane	0.00102517294220657	0.00528826254147627	0.197247761798523	0.13018698130187	0.234566813588911	FALSE	10000	0.0503971906820951	187	-11	other
FURIN	0.669068203650338	0.00519502217078754	0.00206104463095991	-0.00128076605510902	177	Pericytes	basement_membrane	0.00104268337710429	0.00522602883501052	0.194863305581736	0.134286571342866	0.234566813588911	FALSE	10000	0.0205345838688103	304	-127	other
LIPH	0.702777050039298	0.0051933632514644	0.00205938571163677	0.0245742755542881	178	Pericytes	basement_membrane	0.0010216056530056	0.00529997065256852	0.195808642473941	0.132086791320868	0.234566813588911	FALSE	10000	0.0529859156935667	167	11	other
PSEN1	0.699458562570955	0.00518775358613693	0.0020537760463093	0.0163307332537263	179	Pericytes	basement_membrane	0.00108762251381128	0.00572769588457543	0.168681010997781	0.132386761323868	0.234566813588911	FALSE	10000	0.0429769551333308	228	-49	other
COL18A1	0.708737228189679	0.00516110468969539	0.00202712714986776	0.0243118338610624	180	Pericytes	basement_membrane	0.00103150601301008	0.00529892768556063	0.187891059462976	0.135186481351865	0.234566813588911	FALSE	10000	0.0559230710653012	128	52	other
LFNG	0.643000611300325	0.00515716188943029	0.00202318434960266	0.0213469646136233	181	Pericytes	basement_membrane	0.00103411227542478	0.0053434624205818	0.18509947227629	0.13008699130087	0.234566813588911	FALSE	10000	0.0346071703460461	258	-77	other
CADM1	0.634944546327834	0.00513390559574177	0.00199992805591414	0.0151987448149455	182	Pericytes	basement_membrane	0.00101241606862355	0.0053628533340825	0.184139286639571	0.131786821317868	0.234566813588911	FALSE	10000	0.0202413410780222	305	-123	other
AZGP1	0.687712863505372	0.00513326921262413	0.00199929167279649	0.0243662259494805	183	Pericytes	basement_membrane	0.00103104816775371	0.00547527880894676	0.176839123417906	0.133186681331867	0.234566813588911	FALSE	10000	0.0549075029656568	146	37	other
JAG2	0.662169242860889	0.00513151359964117	0.00199753605981354	0.0224859323541862	184	Pericytes	basement_membrane	0.00107093101198787	0.00567194962148809	0.163366233775287	0.132586741325867	0.234566813588911	FALSE	10000	0.0369908371776475	251	-67	other
SPARC	0.694502663522838	0.00513139449259595	0.00199741695276832	-0.00425515414816763	185	Pericytes	basement_membrane	0.000986995391398039	0.00507712526591961	0.199014502981199	0.134486551344866	0.234566813588911	FALSE	10000	0.0602347875480588	93	92	other
CDH1	0.684874683433762	0.00511752674708734	0.00198354920725971	0.0150077710736965	186	Pericytes	basement_membrane	0.000981522377530985	0.0050203507324761	0.199592993223904	0.136286371362864	0.235203898964942	FALSE	10000	0.0575044478326747	113	73	other
MFGE8	0.683106278927604	0.00510873949966675	0.00197476195983911	0.0191917114888662	187	Pericytes	basement_membrane	0.0010139369576868	0.00512533447627386	0.187465814494674	0.138386161383862	0.23597691251283	FALSE	10000	0.0493703411397419	195	-8	other
SIGLEC9	0.695528774779496	0.00508255991708088	0.00194858237725325	0.0231097836610793	188	Pericytes	basement_membrane	0.00105269986948436	0.00547988395058989	0.163485671566541	0.13988601139886	0.23597691251283	FALSE	10000	0.0600998270753222	94	94	other
LGALS1	0.696358396646582	0.00506581263580436	0.00193183509597673	0.0109827605316378	189	Pericytes	basement_membrane	0.00100205181430064	0.00525133152334224	0.177056671730435	0.139286071392861	0.23597691251283	FALSE	10000	0.049241808880373	196	-7	other
FST	0.626713824120165	0.00505958920319117	0.00192561166336353	0.023134740981266	190	Pericytes	basement_membrane	0.00102643045202678	0.00533322775594797	0.168599814687067	0.141185881411859	0.23597691251283	FALSE	10000	0.0643202282574419	65	125	other
LRIG1	0.718125054580386	0.00505401904413942	0.00192004150431179	0.0210630258759543	191	Pericytes	basement_membrane	0.00102886445008806	0.00510709707611761	0.174497770639832	0.143385661433857	0.23597691251283	FALSE	10000	0.0475752947482304	207	-16	other
SYT1	0.679503973452102	0.00504655783190208	0.00191258029207445	0.016273008971851	192	Pericytes	basement_membrane	0.00105876687166731	0.00547667803438281	0.155899874896217	0.143085691430857	0.23597691251283	FALSE	10000	0.0535877284897193	160	32	other
ST6GAL1	0.694830145838792	0.00504414968016031	0.00191017214033268	-0.00506305092169508	193	Pericytes	basement_membrane	0.00102657157721249	0.00520211803305697	0.169854001294344	0.144885511448855	0.236082483122246	FALSE	10000	0.0197931459595693	306	-113	other
SEMA3A	0.70995982883591	0.00504204214227379	0.00190806460244616	0.0253209456670634	194	Pericytes	basement_membrane	0.00102341568765948	0.00531341309102864	0.166493532430284	0.141285871412859	0.23597691251283	FALSE	10000	0.0704655567355334	38	156	other
VTN	0.662911536110386	0.00503258860029461	0.00189861106046698	0.0150035851881423	195	Pericytes	basement_membrane	0.00100351992495334	0.00512105559276346	0.174786451601597	0.144085591440856	0.23597691251283	FALSE	10000	0.12887517289011	6	189	matricellular
LRPAP1	0.686250109160772	0.00502012809760233	0.0018861505577747	0.0236363148002917	196	Pericytes	basement_membrane	0.00102045855818729	0.00526884258128759	0.164304016723129	0.144085591440856	0.23597691251283	FALSE	10000	0.0540811195576143	156	40	other
PDGFB	0.659505720024452	0.00501552119153798	0.00188154365171035	0.0145846509619742	197	Pericytes	basement_membrane	0.000960068297939732	0.00503658784261062	0.182956275670353	0.142385761423858	0.23597691251283	FALSE	10000	0.0166585764081147	313	-116	other
JAM3	0.694611824294822	0.00500760392492681	0.00187362638509918	0.0226189977265333	198	Pericytes	basement_membrane	0.0010372225318754	0.00531304866668159	0.157424466760281	0.150984901509849	0.238749524062372	FALSE	10000	0.0716298117121812	35	163	other
ADAM10	0.673696620382501	0.00498939928024616	0.00185542174041853	0.0183839448869422	199	Pericytes	basement_membrane	0.00103243223106582	0.00558150070463483	0.147449503799095	0.149185081491851	0.238749524062372	FALSE	10000	0.0443378373506434	225	-26	other
MMP9	0.707863942013798	0.00498402359579033	0.0018500460559627	0.0124348373258055	200	Pericytes	basement_membrane	0.0010598324966833	0.00561180179720062	0.140812806267246	0.148685131486851	0.238749524062372	FALSE	10000	0.0697452544111374	40	160	protease/remodeler
TIMP1	0.68633743777836	0.00495845461205788	0.00182447707223024	0.0135788279644936	201	Pericytes	basement_membrane	0.00101725392838741	0.00517938182421599	0.155853183109362	0.14998500149985	0.238749524062372	FALSE	10000	0.0685572309005836	42	159	protease/remodeler
COL13A1	0.687647367042181	0.00494166161462201	0.00180768407479438	0.0229830930712808	202	Pericytes	basement_membrane	0.00100618301227327	0.00527639692995242	0.151903102280126	0.15018498150185	0.238749524062372	FALSE	10000	0.0537257597683801	158	44	other
GNAS	0.682691467994062	0.00493030810201317	0.00179633056218554	0.0120751421024461	203	Pericytes	basement_membrane	0.00103076186605357	0.00547597829835074	0.139804917846834	0.152784721527847	0.240411252992348	FALSE	10000	0.0593154689641262	98	105	other
NCAM1	0.691839140686404	0.00492959608272248	0.00179561854289485	0.0244680413638275	204	Pericytes	basement_membrane	0.00103205208332029	0.00532557844344089	0.143377187602031	0.155384461553845	0.24111356980244	FALSE	10000	0.0544045182671043	153	51	other
HDC	0.681097720723082	0.0049269344688727	0.00179295692904507	0.0209704993163469	205	Pericytes	basement_membrane	0.00101102514733393	0.00525857690218134	0.148696462228552	0.150584941505849	0.238749524062372	FALSE	10000	0.0630251893694482	70	135	other
DCN	0.704872936861409	0.00492223159722094	0.00178825405739331	0.0136406923227126	206	Pericytes	basement_membrane	0.00100798933011686	0.00524274812688289	0.148827429506968	0.154284571542846	0.24111356980244	FALSE	10000	0.0672102140030701	52	154	other
VSIG10	0.703541175443193	0.00490399165644301	0.00177001411661538	0.0209033702886908	207	Pericytes	basement_membrane	0.00105287616176552	0.00547755485125048	0.13092300749597	0.155484451554845	0.24111356980244	FALSE	10000	0.0359042951466671	255	-48	other
CTSG	0.702231246179373	0.00489841389902604	0.00176443635919841	0.0184829882931931	208	Pericytes	basement_membrane	0.000949097556069138	0.00463197958808675	0.176023833357618	0.157184281571843	0.241417006624696	FALSE	10000	0.0670758277676853	54	154	other
FAM3C	0.685376822984893	0.00488850252548479	0.00175452498565716	0.0168974057916798	209	Pericytes	basement_membrane	0.00108162105037439	0.00580824151489881	0.115853298034645	0.156384361563844	0.24134317337497	FALSE	10000	0.0616479023307426	79	130	other
F13A1	0.68539865513929	0.00485866841729964	0.00172469087747201	0.0212512729554752	210	Pericytes	basement_membrane	0.00102629457214964	0.00529934969586734	0.131789058168215	0.15968403159684	0.244088448298027	FALSE	10000	0.0475646201444154	208	2	other
BACE2	0.670443629377348	0.00485753204462716	0.00172355450479953	0.0219436597931388	211	Pericytes	basement_membrane	0.00101996875806555	0.00525610334850536	0.133860713932509	0.162783721627837	0.244625537446255	FALSE	10000	0.0377798889267032	249	-38	other
PLEKHO2	0.684634529735395	0.00484160958352061	0.00170763204369298	0.0214993855977793	212	Pericytes	basement_membrane	0.00102759608411368	0.00528508273187039	0.128670825809124	0.162983701629837	0.244625537446255	FALSE	10000	0.0484917784069881	201	11	other
TNFSF14	0.643349925770677	0.00480972140354103	0.0016757438637134	0.00560869958509751	213	Pericytes	basement_membrane	0.00105374987775866	0.00548991875657536	0.11329748463213	0.161483851614839	0.244625537446255	FALSE	10000	0.0305944731316443	268	-55	other
GPC3	0.680049777312026	0.00480688272008488	0.00167290518025725	0.0210255612880714	214	Pericytes	basement_membrane	0.00103307450205755	0.00532314336808955	0.120197904500425	0.16978302169783	0.247728863477289	FALSE	10000	0.058129784403669	109	105	other
ADAM17	0.685311326521702	0.00480514244751306	0.00167116490768543	0.00347792483245618	215	Pericytes	basement_membrane	0.00105711858507205	0.00553463765390905	0.11094607470458	0.163083691630837	0.244625537446255	FALSE	10000	0.0503164568605694	189	26	other
PLA2G2A	0.702624224958519	0.00480358379073412	0.00166960625090649	0.0223842944510688	216	Pericytes	basement_membrane	0.00102537272898799	0.00529265733488986	0.121722129575938	0.163883611638836	0.244682043423565	FALSE	10000	0.0609328308309646	90	126	other
SEMA4A	0.682167496288535	0.00480270016276917	0.00166872262294154	0.0222177405570005	217	Pericytes	basement_membrane	0.00106185351980348	0.00552306978957181	0.109878948892498	0.168583141685831	0.247540999324725	FALSE	10000	0.0522831152498357	173	44	other
ITGB2	0.67762640817396	0.00479198989841153	0.0016580123585839	0.0184904607359299	218	Pericytes	basement_membrane	0.00109149319272904	0.00567996460928974	0.0997399112185144	0.168883111688831	0.247540999324725	FALSE	10000	0.0624755828398465	74	144	other
NRXN3	0.674351585014411	0.00478941425267089	0.00165543671284326	0.0222394949670721	219	Pericytes	basement_membrane	0.00105355464486181	0.00549605812975229	0.109511590629514	0.168883111688831	0.247540999324725	FALSE	10000	0.0466144801183895	214	5	other
RARRES1	0.685660640992054	0.00476652003236323	0.0016325424925356	-0.000480614554197422	220	Pericytes	basement_membrane	0.00104972050641701	0.00548486742508542	0.106259995173814	0.167883211678832	0.247540999324725	FALSE	10000	0.05477340718465	148	72	other
LGALS3	0.67500654964632	0.00474355459499995	0.00160957705517232	0.0122529444931557	221	Pericytes	basement_membrane	0.000997535244037094	0.00508667896438662	0.120322476692616	0.171782821717828	0.248313662357614	FALSE	10000	0.0526611866576706	170	51	other
ANGPTL4	0.679962448694438	0.00473351292119373	0.0015995353813661	-0.00146353066955122	222	Pericytes	basement_membrane	0.00103737347302429	0.0054900906568976	0.10239574234271	0.172082791720828	0.248313662357614	FALSE	10000	0.0315306582498914	266	-44	other
SIGLEC5	0.628482228626323	0.00472476904021714	0.00159079150038951	0.020689243707935	223	Pericytes	basement_membrane	0.00105223015921729	0.00549267694383986	0.0980507950274101	0.175382461753825	0.248313662357614	FALSE	10000	0.0519841198451746	175	48	other
SHISA4	0.66876255348878	0.00470774846146633	0.0015737709216387	0.0193060627337086	224	Pericytes	basement_membrane	0.00102811073780335	0.00528844085588223	0.103179783740688	0.178882111788821	0.248313662357614	FALSE	10000	0.0763690556211291	29	195	other
SIRPB2	0.676971443542049	0.00470673640678518	0.00157275886695755	0.017938556685568	225	Pericytes	basement_membrane	0.00101002732967864	0.00521314941252204	0.107944640130057	0.177682231776822	0.248313662357614	FALSE	10000	0.100088913619808	13	212	other
RSPO3	0.640992053095801	0.00470483641727702	0.00157085887744938	0.0231069853101502	226	Pericytes	basement_membrane	0.0010290861801826	0.00533120332967734	0.101622966479422	0.176082391760824	0.248313662357614	FALSE	10000	0.0420079745878284	232	-6	other
