ccc_group	gene	emmean	SE	df	lower.CL	upper.CL	value_type	z_within_gene	detect_frac	n_donors	n_profiles	n_cells_total	within_gene_rank
Subpleural fibroblasts	LAMA4	1.0373681949187	0.0938099170447095	1654.20597226167	0.853369507950887	1.22136688188651	expr	0.830378079287842	0.409667324071643	8	8	282	6
Vascular smooth muscle	LAMA4	1.03694054543538	0.0376171774353097	119.178580531678	0.962455923425351	1.11142516744541	expr	0.82964666084119	0.251305269532448	82	82	5701	7
Myofibroblasts	LAMA4	0.843646678182091	0.050801108225838	367.59094255317	0.74374942377298	0.943543932591203	expr	0.499051849791051	0.273272556425114	33	33	1199	8
EC general capillary	LAMA4	0.763730754206506	0.0351358711460695	89.6999799926525	0.693924032609506	0.833537475803505	expr	0.362369863124677	0.151467296574326	117	117	10911	9
EC venous systemic	LAMA4	0.750746122836391	0.0369928606919604	112.259049912463	0.677451358265391	0.82404088740739	expr	0.340161958573138	0.25124844055244	85	85	6950	10
EC venous pulmonary	LAMA4	0.642869402042645	0.0360063811664322	101.026016384409	0.571442650407704	0.714296153677585	expr	0.155657997664827	0.209470706545795	95	95	6322	11
EC aerocyte capillary	LAMA4	0.121964698329876	0.0389910620413343	134.823994310898	0.0448514656651758	0.199077930994577	expr	-0.73525693174363	0.0211692687634943	77	77	5991	12
Mast cells	LAMA4	0.0447112861472982	0.0337530407278363	78.6292397494156	-0.0224773869189412	0.111899959213538	expr	-0.867385165124212	0.00441086132416425	126	126	9209	13
AT1	LAMA4	0.0446879747791968	0.033982880875342	80.6201591042476	-0.0229321281434132	0.112308077701807	expr	-0.867425035076851	0.00629676170003518	120	120	14775	14
Classical monocytes	LAMA4	0.036572421164325	0.0315512590430102	60.4559356208846	-0.0265297054375067	0.0996745477661567	expr	-0.881305247377431	0.00327116632166052	168	168	21568	15
DC2	LAMA4	0.0205995762640678	0.0304452604303432	52.4203485649508	-0.0404816496980054	0.081680802226141	expr	-0.908623960157978	0.00607303048196989	194	194	13121	16
Interstitial macrophages	LAMA4	0.015583586258524	0.0312098908903731	58.2637574425608	-0.0468837770963176	0.0780509496133656	expr	-0.917202919706338	0.00476915669030934	170	170	24374	17
AT2_AGTR2det	LAMA4	0.00769480765737746	0.0396471375714257	142.773172010482	-0.0706764423558344	0.0860660576705893	expr	-0.930695273644526	0.015060396142167	76	76	2166	18
Alveolar macrophages	LAMA4	0.00754793016640093	0.0319623970224595	62.9155188482554	-0.0563255021460311	0.071421362478833	expr	-0.930946481492281	0.00854957417140244	171	171	33227	19
AT2_AGTR2undet	LAMA4	0.00691644810216591	0.0329778710800712	72.8120068339822	-0.0588112131528619	0.0726441093571937	expr	-0.932026519346941	0.00966548029453126	138	138	26620	20
Transitional Club-AT2	LAMA4	0.00210375757128584	0.0346807864254216	87.8732934778784	-0.0668184029148075	0.0710259180573792	expr	-0.940257771270802	0.0163420892766825	116	116	7087	21
Non-classical monocytes	LAMA4	-0.000638213674903299	0.0325879577805533	68.4012828623355	-0.0656595639769841	0.0643831366271775	expr	-0.944947425831084	0.00390888894022263	142	142	11757	22
AT1	LAMA5	1.20584848368368	0.0297560153429424	178.661774600968	1.1471300203553	1.26456694701206	expr	2.29305977020741	0.38335061164407	120	120	14775	1
EC aerocyte capillary	LAMA5	1.13359897165514	0.0356035573433991	326.720153225978	1.06355782486745	1.20364011844282	expr	2.10064650466511	0.270151121072958	77	77	5991	2
EC general capillary	LAMA5	0.832337562804516	0.0309226147083306	193.814060931456	0.77134952654566	0.893325599063372	expr	1.298333937683	0.190395806680146	117	117	10911	3
EC venous systemic	LAMA5	0.804929145771758	0.0334928563865047	276.60172026648	0.738995862797354	0.870862428746163	expr	1.22534046165046	0.279529444074591	85	85	6950	4
Vascular smooth muscle	LAMA5	0.640759595070614	0.0341574421514698	292.510838095569	0.573534090555501	0.707985099585727	expr	0.788127829120276	0.163296855023753	82	82	5701	5
EC venous pulmonary	LAMA5	0.614488663986732	0.032264012167994	240.565356025899	0.55093261966394	0.678044708309525	expr	0.718163679927273	0.168989918153034	95	95	6322	6
Transitional Club-AT2	LAMA5	0.510677366368012	0.0305799535379931	196.644597518344	0.450370607500912	0.570984125235112	expr	0.441695781194462	0.192221718914143	116	116	7087	7
AT2_AGTR2undet	LAMA5	0.416199919256478	0.0285587510102313	156.067910716946	0.359788367032205	0.472611471480752	expr	0.190085581922124	0.15333152863898	138	138	26620	8
Pericytes	LAMA5	0.293461866512364	0.0421383251623393	587.878334570986	0.210701880955624	0.376221852069104	expr	-0.136787622778123	0.0678664534387092	49	49	4443	9
AT2_AGTR2det	LAMA5	0.280800629975824	0.0364621224104978	349.100393605995	0.209087562481606	0.352513697470043	expr	-0.170506741418492	0.152894462447951	76	76	2166	10
Myofibroblasts	LAMA5	0.219510120998425	0.0495187824876223	946.329113154561	0.122330800159403	0.316689441837446	expr	-0.333734238019887	0.0497973606053238	33	33	1199	11
Subpleural fibroblasts	LAMA5	0.146111853165634	0.096151287916482	2148.0902771459	-0.0424474529731912	0.334671159304459	expr	-0.529206844025542	0.044376400673869	8	8	282	12
Alveolar fibroblasts	LAMA5	0.139590338169448	0.0319606933793683	230.893228700611	0.0766184570304846	0.202562219308412	expr	-0.546574795191821	0.0292992272110833	98	98	9425	13
Peribronchial fibroblasts	LAMA5	0.0919441441775363	0.0392384376472221	478.089057064205	0.0148430335423232	0.169045254812749	expr	-0.67346506087312	0.0306819742246763	57	57	2279	14
Lymphatic EC	LAMA5	0.0710276544616753	0.03031073828803	191.335112959759	0.0112415429349839	0.130813765988367	expr	-0.729169382977343	0.0280113045508434	113	113	7463	15
Mast cells	LAMA5	0.0622939108353473	0.0293668411746548	172.769262002854	0.00432993620000932	0.120257885470685	expr	-0.752428891372184	0.0106569960604006	126	126	9209	16
Adventitial fibroblasts	LAMA5	0.0397930428132179	0.0323308522335609	245.509820590792	-0.0238881838591596	0.103474269485595	expr	-0.812352693929688	0.0186741148378971	94	94	7893	17
DC2	LAMA5	0.0316199338846583	0.0252899102357014	98.0607177407824	-0.0185666815173776	0.0818065492866941	expr	-0.834119132683708	0.00833258250622165	194	194	13121	18
Alveolar macrophages	LAMA5	0.0191487423903921	0.0270981777250793	124.437184056749	-0.0344842853376222	0.0727817701184065	expr	-0.867332127667912	0.0088874229716935	171	171	33227	19
Interstitial macrophages	LAMA5	0.0184930378675608	0.026306672177646	116.279296931411	-0.0336093220788554	0.070595397813977	expr	-0.869078385115561	0.0059129637683966	170	170	24374	20
Classical monocytes	LAMA5	0.00863677211263307	0.0266703669019477	119.871627152062	-0.0441692741979936	0.0614428184232598	expr	-0.89532736904239	0.00419722322710886	168	168	21568	21
Non-classical monocytes	LAMA5	0.0048657532014945	0.0280486390988516	143.431146200286	-0.0505763507172094	0.0603078571201984	expr	-0.905370261274345	0.00579724157152359	142	142	11757	22
Pericytes	LAMB1	1.99416703109931	0.0490786789349029	345.343412920589	1.89763628671509	2.09069777548352	expr	2.55409706797941	0.631662737555233	49	49	4443	1
Alveolar fibroblasts	LAMB1	1.67795656418148	0.0383321102624292	139.493770149424	1.60216952529906	1.7537436030639	expr	2.00968323468108	0.562048727190144	98	98	9425	2
Peribronchial fibroblasts	LAMB1	1.30365817749286	0.0458348080201295	274.39940356526	1.21342562401619	1.39389073096953	expr	1.36526048207345	0.531734938860563	57	57	2279	3
Myofibroblasts	LAMB1	1.1912157830128	0.0567949635227491	575.394806822289	1.07966505747242	1.30276650855317	expr	1.17167044819251	0.408643191177601	33	33	1199	4
Subpleural fibroblasts	LAMB1	0.999941762637827	0.107866133855184	1908.58963874748	0.788393869880934	1.21148965539472	expr	0.842357431903953	0.415878435496827	8	8	282	5
Vascular smooth muscle	LAMB1	0.672678428764364	0.0406342803618325	173.576842669776	0.592477528243758	0.752879329284971	expr	0.278914077771273	0.164583069277292	82	82	5701	6
Adventitial fibroblasts	LAMB1	0.604110951511607	0.0386540690252186	145.288912122869	0.527714025511838	0.680507877511376	expr	0.160862694163944	0.241060779827691	94	94	7893	7
Lymphatic EC	LAMB1	0.591122505158159	0.0365746794958037	116.939569786781	0.518687877867736	0.663557132448583	expr	0.138500721339977	0.184055170254682	113	113	7463	8
EC venous systemic	LAMB1	0.573978177917584	0.0398409784863019	162.221710465255	0.495304377940713	0.652651977894454	expr	0.108983643669086	0.251101489313976	85	85	6950	9
EC venous pulmonary	LAMB1	0.410521216059162	0.0386096779544441	143.903148384605	0.334205854081495	0.486836578036829	expr	-0.172437246828403	0.125815518056275	95	95	6322	10
EC general capillary	LAMB1	0.353252264319053	0.0375169696344356	123.618338685143	0.278993413246357	0.427511115391748	expr	-0.27103616371344	0.0600093013999021	117	117	10911	11
Alveolar macrophages	LAMB1	0.294496351949366	0.0334780111427495	81.3878537508484	0.227890422774217	0.361102281124515	expr	-0.372195153780756	0.122236507280287	171	171	33227	12
EC aerocyte capillary	LAMB1	0.0978154607440756	0.0423646400241935	197.817315630271	0.0142711757508754	0.181359745737276	expr	-0.71081708164195	0.0225244476396693	77	77	5991	13
AT1	LAMB1	0.0650415418300788	0.0360549252984833	110.641474444278	-0.00640625078757638	0.136489334447734	expr	-0.767243344194524	0.022209556785487	120	120	14775	14
AT2_AGTR2undet	LAMB1	0.0646606891408044	0.0348087151236719	97.779846868627	-0.00441801706847793	0.133739395350087	expr	-0.767899051371174	0.0225815065587654	138	138	26620	15
Interstitial macrophages	LAMB1	0.0607823244787278	0.0325130129027757	75.1455623303694	-0.00398486218387825	0.125549511141334	expr	-0.774576361560146	0.0228868439680531	170	170	24374	16
Mast cells	LAMB1	0.0571056821154037	0.0358056923150903	108.07276226448	-0.0138668704119279	0.128078234642735	expr	-0.780906370121198	0.0114433997084378	126	126	9209	17
Classical monocytes	LAMB1	0.0513789416207058	0.0329551987786282	78.4144884882146	-0.014224357265966	0.116982240507378	expr	-0.790765995501131	0.00840294072240893	168	168	21568	18
Non-classical monocytes	LAMB1	0.0497250475795559	0.0342570415881786	90.5790439164808	-0.0183266179539514	0.117776713113063	expr	-0.793613474914409	0.0161338480962163	142	142	11757	19
AT2_AGTR2det	LAMB1	0.0433235406377067	0.043135719206699	207.406726330939	-0.0417171347015911	0.128364215977004	expr	-0.804634833464199	0.0146628247053101	76	76	2166	20
DC2	LAMB1	0.0411160191828246	0.0314923587709174	65.3399451428434	-0.0217723615957279	0.104004399961377	expr	-0.808435483167718	0.0147329820813519	194	194	13121	21
Transitional Club-AT2	LAMB1	0.0368563714486594	0.0369711597569144	121.234816818471	-0.0363363590767694	0.110049101974088	expr	-0.815769241515635	0.0180867104841789	116	116	7087	22
AT1	LAMB2	1.06745088156643	0.0363077627576256	106.195666597975	0.995468741712862	1.13943302141999	expr	1.33000225406502	0.316430802281687	120	120	14775	1
EC venous pulmonary	LAMB2	1.03013835114297	0.0388248267465137	137.414580892181	0.953366990737499	1.10690971154843	expr	1.22702804970324	0.32015897348787	95	95	6322	2
Lymphatic EC	LAMB2	1.01319926079243	0.0368405392912668	112.412282254717	0.940207377920444	1.08619114366442	expr	1.180279964498	0.314634824227146	113	113	7463	3
EC aerocyte capillary	LAMB2	0.894816987782781	0.0424030627076619	186.52721469718	0.811165769111025	0.978468206454537	expr	0.853571477151806	0.208760304420659	77	77	5991	4
Peribronchial fibroblasts	LAMB2	0.86767602338417	0.0459538352259535	259.558829077772	0.77718622844668	0.958165818321661	expr	0.778668510699521	0.300036227458735	57	57	2279	5
Adventitial fibroblasts	LAMB2	0.865792553751803	0.0388723467254134	138.960273034911	0.788934822764299	0.942650284739307	expr	0.773470557501723	0.33912958330036	94	94	7893	6
Vascular smooth muscle	LAMB2	0.857921478490026	0.0407895164958117	164.763710128544	0.777383942621057	0.938459014358995	expr	0.751748157456628	0.234648626667082	82	82	5701	7
EC venous systemic	LAMB2	0.838339480299556	0.0400519370281283	154.992781943127	0.759221370330932	0.91745759026818	expr	0.69770624015451	0.264412787399515	85	85	6950	8
Alveolar fibroblasts	LAMB2	0.812557438502426	0.0385382146016569	133.100531395074	0.736330871401025	0.888784005603827	expr	0.626553594896971	0.2051640328216	98	98	9425	9
EC general capillary	LAMB2	0.767523172216377	0.0376502922168357	117.863677603681	0.692964450029533	0.842081894403221	expr	0.502269133693381	0.184267823918675	117	117	10911	10
Myofibroblasts	LAMB2	0.689805643860156	0.0567648839494386	540.108348398356	0.578298642089027	0.801312645631284	expr	0.287786209147101	0.189770587571488	33	33	1199	11
Subpleural fibroblasts	LAMB2	0.630215391979549	0.10729029989883	1899.10858606281	0.419796162619574	0.840634621339524	expr	0.123330496669737	0.210813971645133	8	8	282	12
Pericytes	LAMB2	0.600350827152673	0.0490819798955729	324.298914315001	0.503791554925554	0.696910099379793	expr	0.040911004698624	0.150704249747729	49	49	4443	13
Transitional Club-AT2	LAMB2	0.584225908048009	0.0371682437245515	116.681446333639	0.510614049163961	0.657837766932056	expr	-0.00359015071368221	0.221373127627399	116	116	7087	14
AT2_AGTR2undet	LAMB2	0.484833371182867	0.0350791844008479	94.6467753581464	0.41518903277021	0.554477709595523	expr	-0.277891230995054	0.173217627427147	138	138	26620	15
AT2_AGTR2det	LAMB2	0.479379224033724	0.0432313928796734	198.869704168912	0.394128454206583	0.564629993860866	expr	-0.292943452240331	0.250332398881058	76	76	2166	16
Alveolar macrophages	LAMB2	0.134459766581147	0.0337367988702317	79.1941153972983	0.0673109073584806	0.201608625803813	expr	-1.24484369317772	0.0416737694964377	171	171	33227	17
Interstitial macrophages	LAMB2	0.124716753437943	0.0328479676211248	73.1685374995513	0.0592533887334879	0.190180118142398	expr	-1.2717322213778	0.0425730910768342	170	170	24374	18
DC2	LAMB2	0.0755664172680478	0.0318701601642368	64.265603011816	0.0119035205430793	0.139229313993016	expr	-1.40737611107837	0.0185902978876596	194	194	13121	19
Classical monocytes	LAMB2	0.0399032669176957	0.0332542962346062	75.9544801568086	-0.0263290459606666	0.106135579796058	expr	-1.50579839685433	0.0101586655926477	168	168	21568	20
Non-classical monocytes	LAMB2	0.0251973935043163	0.0345782253247957	87.9546057873789	-0.0435200575325678	0.0939148445412003	expr	-1.54638330484641	0.0110803123489243	142	142	11757	21
Mast cells	LAMB2	-0.00248014272639119	0.0359826574671883	103.020024641292	-0.0738430922559665	0.0688828068031841	expr	-1.62276708905257	0.00654334818945715	126	126	9209	22
AT1	LAMB3	1.37244398692378	0.035561318471173	50.9632887615478	1.30105041243427	1.44383756141328	expr	3.60453210149734	0.408608032742632	120	120	14775	1
AT2_AGTR2undet	LAMB3	0.727135488272004	0.0348327381904095	47.3678841924333	0.657075421139597	0.79719555540441	expr	1.58591166151959	0.242184049750736	138	138	26620	2
AT2_AGTR2det	LAMB3	0.609914976576198	0.0396336870164636	77.3057445545078	0.530999204007351	0.688830749145044	expr	1.21922856128431	0.248928973103039	76	76	2166	3
Transitional Club-AT2	LAMB3	0.51618974651506	0.0360298723582425	54.0998469831385	0.443957254834232	0.588422238195888	expr	0.926042177503049	0.182303407478467	116	116	7087	4
Classical monocytes	LAMB3	0.163595000499926	0.0339001938846196	42.1931388319202	0.0951909161155238	0.231999084884329	expr	-0.176926345028364	0.0200388785305551	168	168	21568	5
Interstitial macrophages	LAMB3	0.132874121147985	0.0336575021779966	41.0249092831116	0.0649026698925984	0.200845572403372	expr	-0.273025799976629	0.023842613814437	170	170	24374	6
Alveolar fibroblasts	LAMB3	0.120819822686537	0.0368216337604273	58.4631218755694	0.0471257439948955	0.194513901378179	expr	-0.31073342867625	0.0166176943488947	98	98	9425	7
Pericytes	LAMB3	0.108407938879759	0.0431270707670098	108.638961412627	0.0229282983332888	0.193887579426229	expr	-0.349559637231286	0.0106064634887275	49	49	4443	8
Alveolar macrophages	LAMB3	0.107723349710839	0.0342113508160602	43.4808882295942	0.0387516452542785	0.1766950541674	expr	-0.351701133418391	0.0127862213283126	171	171	33227	9
Non-classical monocytes	LAMB3	0.106878478150964	0.0345968077147999	45.653548705131	0.037224452141874	0.176532504160054	expr	-0.354344016633912	0.0151673410587979	142	142	11757	10
Vascular smooth muscle	LAMB3	0.106472074710448	0.0381283944224813	67.038440041572	0.0303682830684225	0.182575866352474	expr	-0.355615306712404	0.0138200778874405	82	82	5701	11
DC2	LAMB3	0.100729709605337	0.0331564520747167	38.5373316230268	0.0336387021941581	0.167820717016516	expr	-0.373578274191075	0.0200586771428306	194	194	13121	12
Adventitial fibroblasts	LAMB3	0.0933742736433634	0.0369883414245515	59.5670637413083	0.0193755129469196	0.167373034339807	expr	-0.396587165920858	0.013904064286908	94	94	7893	13
EC general capillary	LAMB3	0.0735511939254363	0.0364277354643365	55.6416507241179	0.000567298452214843	0.146535089398658	expr	-0.458596691574896	0.00474929781965439	117	117	10911	14
Lymphatic EC	LAMB3	0.0726521213551021	0.0358433648398767	52.5824862168537	0.000746107895202616	0.144558134815002	expr	-0.461409123568728	0.00468607995413873	113	113	7463	15
EC aerocyte capillary	LAMB3	0.0724949412841127	0.0391639645187869	74.1630712813728	-0.0055381105091752	0.150527993077401	expr	-0.461900806081386	0.00504267135857904	77	77	5991	16
Peribronchial fibroblasts	LAMB3	0.0680963595375601	0.0411476123098661	90.6157927945224	-0.0136429865852574	0.149835705660378	expr	-0.47566022043755	0.014029081749131	57	57	2279	17
EC venous pulmonary	LAMB3	0.0654987742892738	0.0369710469865438	59.4432515374398	-0.0084685794525096	0.139466128031057	expr	-0.483785851337702	0.00551667569803631	95	95	6322	18
Mast cells	LAMB3	0.0624284625957746	0.0354261887047006	50.1995290913289	-0.00872012471984405	0.133577049911393	expr	-0.493390240485759	0.0109666913933753	126	126	9209	19
Subpleural fibroblasts	LAMB3	0.0604455839490667	0.0824088592149237	974.339179985809	-0.101273702236978	0.222164870135112	expr	-0.499592978206714	0.00385836385836386	8	8	282	20
EC venous systemic	LAMB3	0.052477669750903	0.0376650789706711	63.9410052839035	-0.0227683125090228	0.127723652010829	expr	-0.524517792459131	0.00707956551650365	85	85	6950	21
Myofibroblasts	LAMB3	0.0491939703684497	0.0478917559278745	163.523634381486	-0.0453720052713501	0.143759946008249	expr	-0.534789689863259	0.00765935092531417	33	33	1199	22
Pericytes	LAMB4	0.0514375823347159	0.00927042877716146	939.957614948586	0.0332444493970136	0.0696307152724183	expr	3.64367680358197	0.00478895900386632	49	49	4443	1
EC general capillary	LAMB4	0.024874659511034	0.00658241374959069	313.411827675265	0.0119233524518041	0.037825966570264	expr	1.35963412258914	0.00384093975419773	117	117	10911	2
Alveolar fibroblasts	LAMB4	0.0209941741511233	0.0068676329186797	389.582788618293	0.00749191415092306	0.0344964341513236	expr	1.02596624108997	0.00647254636542424	98	98	9425	3
Mast cells	LAMB4	0.018871011754621	0.0062333515717345	293.099982243796	0.00660321069418551	0.0311388128150565	expr	0.843403743563648	0.00171446143436855	126	126	9209	4
EC venous systemic	LAMB4	0.0132411961783373	0.00724411817411977	472.590461131464	-0.000993469702749149	0.0274758620594238	expr	0.359317743400814	0.00757395670621659	85	85	6950	5
Vascular smooth muscle	LAMB4	0.0101352122909684	0.00738923601570254	494.369027634588	-0.00438296753386612	0.0246533921158029	expr	0.0922462387958374	0.00222665416467937	82	82	5701	6
AT2_AGTR2det	LAMB4	0.00949595215522848	0.00792127059280538	566.684845698904	-0.00606268288609861	0.0250545871965556	expr	0.0372787397755295	0.00555377518238934	76	76	2166	7
AT2_AGTR2undet	LAMB4	0.00555013694660629	0.00605323690612806	257.899303790221	-0.0063699274934552	0.0174702013866678	expr	-0.302006601962873	0.00284651347991424	138	138	26620	8
AT1	LAMB4	0.00515228870011394	0.00633933356164894	299.818989459311	-0.00732293541081571	0.0176275128110436	expr	-0.33621602920017	0.00305071644234038	120	120	14775	9
EC venous pulmonary	LAMB4	0.00493710414562642	0.00694496591940881	408.473186326604	-0.0087152306387117	0.0185894389299645	expr	-0.354718914217843	0.0016786914896043	95	95	6322	10
Adventitial fibroblasts	LAMB4	0.00491634848366529	0.00696597230469915	420.454944655196	-0.00877612089235182	0.0186088178596824	expr	-0.356503613066918	0.00268945603981136	94	94	7893	11
Subpleural fibroblasts	LAMB4	0.00477952925828524	0.0217108955470061	2255.63125821708	-0.0377958897131928	0.0473549482297633	expr	-0.368268167458116	0	8	8	282	12
Peribronchial fibroblasts	LAMB4	0.00434020016553289	0.00861052616693288	790.511073006709	-0.0125619995622173	0.0212423998932831	expr	-0.406044371737625	0.00436578022510504	57	57	2279	13
EC aerocyte capillary	LAMB4	0.00421357489578136	0.0077060513100683	538.963727106844	-0.0109240016425003	0.019351151434063	expr	-0.416932387432452	0.00206848142230588	77	77	5991	14
Myofibroblasts	LAMB4	0.00397411829830877	0.0110135422309548	1378.25350638436	-0.0176310008708787	0.0255792374674962	expr	-0.437522331261416	0.00086281276962899	33	33	1199	15
DC2	LAMB4	0.00365616398006093	0.00525488000005899	157.296656306094	-0.00672306601390656	0.0140353939740284	expr	-0.464861989562745	0.00240797938558008	194	194	13121	16
Classical monocytes	LAMB4	0.00316282184096691	0.00558630446659296	195.686816425115	-0.00785426900903626	0.0141799126909701	expr	-0.507282566149989	0.0011663547806564	168	168	21568	17
Alveolar macrophages	LAMB4	0.002302671515167	0.00567674487436236	199.93478278487	-0.00889130249207619	0.0134966455224102	expr	-0.581243555655456	0.00292030063874981	171	171	33227	18
Interstitial macrophages	LAMB4	0.00218470931155052	0.00550906221378071	192.66083073709	-0.00868110928674053	0.0130505279098416	expr	-0.591386667902268	0.00176276867626272	170	170	24374	19
Lymphatic EC	LAMB4	0.00124653425550717	0.0064780601256479	322.146461012561	-0.0114981110898123	0.0139911796008267	expr	-0.672056701259269	0.00172106007487876	113	113	7463	20
Transitional Club-AT2	LAMB4	0.000756725157550271	0.00652706689158565	325.813918112199	-0.012083788879619	0.0135972391947195	expr	-0.714173485345798	0.00315279682151206	116	116	7087	21
Non-classical monocytes	LAMB4	-0.000849729053212692	0.00593077874108804	237.408582195391	-0.0125334023757188	0.0108339442692935	expr	-0.852306250583968	0.000735456217842003	142	142	11757	22
Alveolar fibroblasts	LAMC1	1.47917086168554	0.0420715265997529	75.8609423200572	1.395375670487	1.56296605288409	expr	2.14346352122418	0.487179981871804	98	98	9425	1
Peribronchial fibroblasts	LAMC1	1.10952010716543	0.0481804868236872	128.924513386966	1.01419330552313	1.20484690880772	expr	1.28778492742629	0.416753326276404	57	57	2279	2
Adventitial fibroblasts	LAMC1	1.09789483338134	0.0423359850517839	78.0108496440496	1.0136105462717	1.18217912049097	expr	1.26087439687157	0.430849006806644	94	94	7893	3
Vascular smooth muscle	LAMC1	1.00991628925137	0.0438898944714099	89.4244158102393	0.922713706505768	1.09711887199697	expr	1.05721903838799	0.275937510766634	82	82	5701	4
Lymphatic EC	LAMC1	0.98321876873778	0.0407256425098361	66.8632670092516	0.901926990289056	1.0645105471865	expr	0.995418821476179	0.339129136621377	113	113	7463	5
Myofibroblasts	LAMC1	0.851278380374069	0.0574027925004121	250.143220973615	0.738223987621602	0.964332773126536	expr	0.689999274512787	0.305230441566609	33	33	1199	6
EC venous systemic	LAMC1	0.787805436585522	0.0433053323722153	85.1138411346834	0.701704496498837	0.873906376672207	expr	0.543070210738234	0.306727505319305	85	85	6950	7
Pericytes	LAMC1	0.786324759101901	0.0507805400417118	156.98741005898	0.68602352424072	0.886625993963083	expr	0.539642694328325	0.245392630793589	49	49	4443	8
AT1	LAMC1	0.783801242926748	0.0402902025302676	64.0746737220717	0.703314117082237	0.864288368771259	expr	0.53380118380582	0.261106030653854	120	120	14775	9
Subpleural fibroblasts	LAMC1	0.714557938686286	0.102660045033637	1362.13277515908	0.513169000209142	0.915946877163429	expr	0.373514717518694	0.262275111336913	8	8	282	10
AT2_AGTR2undet	LAMC1	0.571514147067403	0.0392572734435832	58.705839875169	0.492952287827918	0.650076006306888	expr	0.0423926814691077	0.224596453999019	138	138	26620	11
AT2_AGTR2det	LAMC1	0.46879138875553	0.045893454657379	105.488892235029	0.377798061387696	0.559784716123363	expr	-0.195393023844697	0.237774738351601	76	76	2166	12
EC venous pulmonary	LAMC1	0.425760054661276	0.0423057562613451	77.6320758705553	0.341529476066403	0.509990633256148	expr	-0.295003239695116	0.13104894130006	95	95	6322	13
EC general capillary	LAMC1	0.368359632516057	0.0413341694635801	70.0443654439902	0.285922148949482	0.450797116082633	expr	-0.427875449217292	0.0811566492191489	117	117	10911	14
Transitional Club-AT2	LAMC1	0.206441940206725	0.0408974005262554	68.7763975122432	0.124849126088999	0.288034754324451	expr	-0.80268735362181	0.10950247109027	116	116	7087	15
Interstitial macrophages	LAMC1	0.112869119230142	0.0375641664537852	48.8773639391493	0.0373763093660826	0.188361929094202	expr	-1.01929251103557	0.0417017677630694	170	170	24374	16
Classical monocytes	LAMC1	0.11283215611472	0.0378793700784907	50.3568860822715	0.0367625598529538	0.188901752376485	expr	-1.01937807435782	0.0164001075989228	168	168	21568	17
EC aerocyte capillary	LAMC1	0.0943970657941822	0.0451727740896238	99.3580667353172	0.00476847749927226	0.184025654089092	expr	-1.06205217137811	0.029121744416477	77	77	5991	18
Alveolar macrophages	LAMC1	0.0783293077208373	0.0382319201122113	52.0097879331768	0.0016116910352961	0.155046924406379	expr	-1.09924629709154	0.0416986338680959	171	171	33227	19
Mast cells	LAMC1	0.0499895441371587	0.0399708901385462	62.2038723848947	-0.0299059179002762	0.129885006174594	expr	-1.16484802725256	0.00729175941469457	126	126	9209	20
DC2	LAMC1	0.0480556722687677	0.0368417063696029	45.0905773493602	-0.0261432195088404	0.122254564046376	expr	-1.1693246115438	0.0117850559013918	194	194	13121	21
Non-classical monocytes	LAMC1	0.0295851581102989	0.0389452236562036	56.0629071318312	-0.0484295679638759	0.107599884184474	expr	-1.21208070872088	0.0130007469812959	142	142	11757	22
AT1	LAMC2	1.13402706912556	0.0211328494718616	128.901216839269	1.09221490549338	1.17583923275774	expr	4.25849322543027	0.326631700427977	120	120	14775	1
AT2_AGTR2undet	LAMC2	0.294957990170736	0.0203488041978143	111.979456149414	0.254639362292974	0.335276618048498	expr	0.691974652723549	0.100567484240203	138	138	26620	2
Transitional Club-AT2	LAMC2	0.248724381355395	0.0217157959459892	140.410837978356	0.205792181324976	0.291656581385815	expr	0.495455642955524	0.0848624875767781	116	116	7087	3
AT2_AGTR2det	LAMC2	0.192545268848545	0.025560576957224	243.569288050167	0.142197287790267	0.242893249906822	expr	0.25666261246578	0.0790903555494935	76	76	2166	4
Alveolar fibroblasts	LAMC2	0.126634615811181	0.0225663495262856	164.860586110264	0.0820783072442183	0.171190924378144	expr	-0.0234949741894228	0.023362072014599	98	98	9425	5
Adventitial fibroblasts	LAMC2	0.126263975479596	0.0227620362120632	171.724639565229	0.0813345704917632	0.171193380467429	expr	-0.0250704054137967	0.0257041767302323	94	94	7893	6
Lymphatic EC	LAMC2	0.0851136676413859	0.0214505279606198	136.389552149573	0.0426950324497969	0.127532302832975	expr	-0.199982508432048	0.0205335617465231	113	113	7463	7
Subpleural fibroblasts	LAMC2	0.082517333818815	0.0653516530109903	1978.63625440282	-0.0456479524279944	0.210682620065624	expr	-0.211018396932051	0.0199629062920202	8	8	282	8
Peribronchial fibroblasts	LAMC2	0.0594988029746941	0.0272440600715419	333.035292311534	0.00590666682986386	0.113090939119524	expr	-0.308860183539468	0.0164574807667246	57	57	2279	9
Alveolar macrophages	LAMC2	0.0534064160828843	0.0195038809472135	91.3612497105779	0.014666416235145	0.0921464159306235	expr	-0.334756276658309	0.00794504332625917	171	171	33227	10
EC venous systemic	LAMC2	0.0533446636665666	0.0234995237622296	192.773146619219	0.00699546445050517	0.0996938628826281	expr	-0.335018759384977	0.0166623338667205	85	85	6950	11
EC venous pulmonary	LAMC2	0.0531679193986438	0.0227355580154932	170.279149513379	0.00828807546287942	0.0980477633344082	expr	-0.335770022576503	0.00698739371956015	95	95	6322	12
