test_ligand	rank_bm	aupr_corrected_bm	perm_z_bm	perm_p_bm	perm_p_BH_bm	rank_fibrillar	aupr_corrected_fibrillar	perm_z_fibrillar	perm_p_fibrillar	perm_p_BH_fibrillar	z_difference_bm_minus_fibrillar	rank_difference_bm_minus_fibrillar
COL4A5	156	0.0022012992302232	0.233793954162214	0.122687731226877	0.234566813588911	162	0.00301342633564738	0.265704428947985	0.0628937106289371	0.127700598924065	-0.031910474785771	-6
SEMA3E	157	0.00220042438543957	0.21381029988722	0.124987501249875	0.234566813588911	175	0.00280277246425793	0.207596881868825	0.0715928407159284	0.127700598924065	0.00621341801839501	-18
LAMC2	158	0.00216805368924117	0.152129486739261	0.123287671232877	0.234566813588911	111	0.00372196246278489	0.326799794648545	0.0494950504949505	0.127700598924065	-0.174670307909284	47
CORIN	159	0.00216354286951907	0.201792407945274	0.123087691230877	0.234566813588911	196	0.00255893480847887	0.167495881498916	0.077992200779922	0.129048950775026	0.034296526446358	-37
ADAM15	160	0.00216294155751424	0.214492984459179	0.122987701229877	0.234566813588911	61	0.0046679888897508	0.445176708092592	0.0392960703929607	0.127700598924065	-0.230683723633413	99
CADM3	161	0.00216199086418524	0.207976480119449	0.12028797120288	0.234566813588911	285	0.00120618476585643	0.00927459255904201	0.172282771722828	0.195058388897952	0.198701887560407	-124
TSPAN33	162	0.00215167803246759	0.209870256532188	0.128687131286871	0.234566813588911	237	0.00196666115629943	0.106142722443161	0.105389461053895	0.142742687756541	0.103727534089027	-75
THBS2	163	0.00215080725415021	0.215973567712693	0.123387661233877	0.234566813588911	275	0.00128199472854763	0.0394088390185767	0.163883611638836	0.191296870312969	0.176564728694116	-112
APOE	164	0.00214202615415535	0.199140464506926	0.125587441255874	0.234566813588911	207	0.00239948113397692	0.147294792293955	0.0851914808519148	0.131919343950772	0.051845672212971	-43
CX3CL1	165	0.00214037118445066	0.223502180217819	0.118088191180882	0.234566813588911	270	0.00134768785448453	0.0421577294859794	0.157784221577842	0.187587907875879	0.18134445073184	-105
SOSTDC1	166	0.00213901029207549	0.210770013888374	0.125187481251875	0.234566813588911	221	0.00215791321069948	0.132109696696817	0.0944905509449055	0.13724645634984	0.078660317191557	-55
COL21A1	167	0.00212580997838436	0.208006034169981	0.128087191280872	0.234566813588911	235	0.00199938879176226	0.111222693787397	0.103389661033897	0.141829406802909	0.096783340382584	-68
APOA1	168	0.00211792876961	0.20504997376111	0.126487351264874	0.234566813588911	209	0.00235117058575985	0.193219303047939	0.0855914408559144	0.131919343950772	0.011830670713171	-41
DLL4	169	0.00210126298833918	0.177580767954818	0.127987201279872	0.234566813588911	298	0.000971875773854941	-0.0212040185999798	0.209079092090791	0.225216068997127	0.198784786554798	-129
CALM2	170	0.00210046170545331	0.186680783392045	0.129287071292871	0.234566813588911	173	0.00283033567497709	0.217161975708049	0.0700929907009299	0.127700598924065	-0.030481192316004	-3
S100A4	171	0.00209472756948665	0.211893787659914	0.125987401259874	0.234566813588911	87	0.00415352421637303	0.367177679653641	0.0446955304469553	0.127700598924065	-0.155283891993727	84
AREG	172	0.0020933011670276	0.186788482510859	0.13008699130087	0.234566813588911	267	0.00141653447015459	0.0354896761908896	0.147685231476852	0.17755415469689	0.151298806319969	-95
CCN1	173	0.00208189360179808	0.185986560722262	0.130986901309869	0.234566813588911	125	0.00356703848201907	0.343482227727286	0.055994400559944	0.127700598924065	-0.157495667005024	48
TFPI	174	0.0020753634644058	0.217692485430754	0.130986901309869	0.234566813588911	186	0.00270672045588472	0.216841701974398	0.0741925807419258	0.127700598924065	0.000850783456356002	-12
WIF1	175	0.00207282903458107	0.17763779280301	0.131986801319868	0.234566813588911	297	0.000979192137704644	-0.0188573847946825	0.201679832016798	0.218713601612812	0.196495177597692	-122
SEMA4B	176	0.00206827089231574	0.197247761798523	0.13018698130187	0.234566813588911	262	0.00148518604757195	0.0476819485878963	0.142285771422858	0.17464071083386	0.149565813210627	-86
FURIN	177	0.00206104463095991	0.194863305581736	0.134286571342866	0.234566813588911	263	0.00146060710741225	0.0729491209628051	0.141785821417858	0.17464071083386	0.121914184618931	-86
LIPH	178	0.00205938571163677	0.195808642473941	0.132086791320868	0.234566813588911	248	0.00177519662319789	0.0827581478781224	0.119288071192881	0.15502619778508	0.113050494595819	-70
PSEN1	179	0.0020537760463093	0.168681010997781	0.132386761323868	0.234566813588911	241	0.00188967651691235	0.0924871585941205	0.113688631136886	0.151427595829629	0.0761938524036605	-62
COL18A1	180	0.00202712714986776	0.187891059462976	0.135186481351865	0.234566813588911	149	0.00314078962590771	0.253398401095458	0.0610938906109389	0.127700598924065	-0.065507341632482	31
LFNG	181	0.00202318434960266	0.18509947227629	0.13008699130087	0.234566813588911	287	0.00117784121795622	0.0083424880752634	0.178282171782822	0.198022758277805	0.176756984201027	-106
CADM1	182	0.00199992805591414	0.184139286639571	0.131786821317868	0.234566813588911	282	0.00122802625964781	0.0105320297821624	0.167483251674833	0.193040910962667	0.173607256857409	-100
AZGP1	183	0.00199929167279649	0.176839123417906	0.133186681331867	0.234566813588911	146	0.00321738543179929	0.245252700220198	0.0591940805919408	0.127700598924065	-0.068413576802292	37
JAG2	184	0.00199753605981354	0.163366233775287	0.132586741325867	0.234566813588911	257	0.00156836581375246	0.0519776882257011	0.138186181381862	0.171929318696037	0.111388545549586	-73
SPARC	185	0.00199741695276832	0.199014502981199	0.134486551344866	0.234566813588911	250	0.00169189278629409	0.113745408901598	0.120687931206879	0.156213007731485	0.085269094079601	-65
CDH1	186	0.00198354920725971	0.199592993223904	0.136286371362864	0.235203898964942	200	0.00246333589092041	0.198417832828578	0.0823917608239176	0.130929481309295	0.001175160395326	-14
MFGE8	187	0.00197476195983911	0.187465814494674	0.138386161383862	0.23597691251283	242	0.00184969403838564	0.15038763457513	0.114388561143886	0.151730281517303	0.037078179919544	-55
SIGLEC9	188	0.00194858237725325	0.163485671566541	0.13988601139886	0.23597691251283	168	0.00288807272477105	0.205945976380722	0.0685931406859314	0.127700598924065	-0.042460304814181	20
LGALS1	189	0.00193183509597673	0.177056671730435	0.139286071392861	0.23597691251283	190	0.00263920326745774	0.198719876366623	0.0755924407559244	0.128049300333125	-0.021663204636188	-1
FST	190	0.00192561166336353	0.168599814687067	0.141185881411859	0.23597691251283	88	0.00410353849358832	0.370533698875281	0.0437956204379562	0.127700598924065	-0.201933884188214	102
LRIG1	191	0.00192004150431179	0.174497770639832	0.143385661433857	0.23597691251283	228	0.0021026050338988	0.150564497441071	0.102789721027897	0.14161158991397	0.023933273198761	-37
SYT1	192	0.00191258029207445	0.155899874896217	0.143085691430857	0.23597691251283	62	0.00462744381566055	0.413760313904765	0.0383961603839616	0.127700598924065	-0.257860439008548	130
ST6GAL1	193	0.00191017214033268	0.169854001294344	0.144885511448855	0.236082483122246	240	0.00189164292010542	0.153279965146067	0.11028897110289	0.147511498850115	0.016574036148277	-47
SEMA3A	194	0.00190806460244616	0.166493532430284	0.141285871412859	0.23597691251283	40	0.00605312844195325	0.6139490503848	0.0265973402659734	0.127700598924065	-0.447455517954516	154
VTN	195	0.00189861106046698	0.174786451601597	0.144085591440856	0.23597691251283	76	0.00428744694390105	0.476023803170663	0.0431956804319568	0.127700598924065	-0.301237351569066	119
LRPAP1	196	0.0018861505577747	0.164304016723129	0.144085591440856	0.23597691251283	151	0.00313488482372989	0.255890931965806	0.0606939306069393	0.127700598924065	-0.091586915242677	45
PDGFB	197	0.00188154365171035	0.182956275670353	0.142385761423858	0.23597691251283	278	0.00125502985713507	0.0490703005397405	0.161483851614839	0.189876616733931	0.133885975130613	-81
JAM3	198	0.00187362638509918	0.157424466760281	0.150984901509849	0.238749524062372	39	0.00616208106155834	0.629109323813646	0.0296970302969703	0.127700598924065	-0.471684857053365	159
ADAM10	199	0.00185542174041853	0.147449503799095	0.149185081491851	0.238749524062372	301	0.000907751018273205	-0.0311862880811906	0.217878212178782	0.232355169798635	0.178635791880286	-102
MMP9	200	0.0018500460559627	0.140812806267246	0.148685131486851	0.238749524062372	86	0.00420269753931448	0.394822629538917	0.0414958504149585	0.127700598924065	-0.254009823271671	114
TIMP1	201	0.00182447707223024	0.155853183109362	0.14998500149985	0.238749524062372	103	0.00383396562429903	0.495503928417436	0.0492950704929507	0.127700598924065	-0.339650745308074	98
COL13A1	202	0.00180768407479438	0.151903102280126	0.15018498150185	0.238749524062372	226	0.00212383584513093	0.118245808333325	0.0983901609839016	0.138804540598572	0.033657293946801	-24
GNAS	203	0.00179633056218554	0.139804917846834	0.152784721527847	0.240411252992348	121	0.00360726843673042	0.303148904571984	0.0526947305269473	0.127700598924065	-0.16334398672515	82
NCAM1	204	0.00179561854289485	0.143377187602031	0.155384461553845	0.24111356980244	132	0.00336716565827607	0.2794799136047	0.0584941505849415	0.127700598924065	-0.136102726002669	72
HDC	205	0.00179295692904507	0.148696462228552	0.150584941505849	0.238749524062372	99	0.00386540691582894	0.348714587734365	0.0454954504549545	0.127700598924065	-0.200018125505813	106
DCN	206	0.00178825405739331	0.148827429506968	0.154284571542846	0.24111356980244	181	0.00276581150858521	0.211901215619973	0.071992800719928	0.127700598924065	-0.063073786113005	25
VSIG10	207	0.00177001411661538	0.13092300749597	0.155484451554845	0.24111356980244	260	0.00149996888977252	0.0402463519392969	0.144185581441856	0.174963706636855	0.0906766555566731	-53
CTSG	208	0.00176443635919841	0.176023833357618	0.157184281571843	0.241417006624696	74	0.0043856765456295	0.489353136650879	0.0430956904309569	0.127700598924065	-0.313329303293261	134
FAM3C	209	0.00175452498565716	0.115853298034645	0.156384361563844	0.24134317337497	208	0.00236784839763505	0.114949702548535	0.0858914108589141	0.131919343950772	0.000903595486110007	1
F13A1	210	0.00172469087747201	0.131789058168215	0.15968403159684	0.244088448298027	233	0.00204268637295385	0.118059698698786	0.101989801019898	0.141530243527371	0.013729359469429	-23
BACE2	211	0.00172355450479953	0.133860713932509	0.162783721627837	0.244625537446255	300	0.000929518714592963	-0.0198385511755489	0.215778422157784	0.230882911708829	0.153699265108058	-89
PLEKHO2	212	0.00170763204369298	0.128670825809124	0.162983701629837	0.244625537446255	218	0.00221873703799746	0.138674383235129	0.0918908109189081	0.13593064656668	-0.010003557426005	-6
TNFSF14	213	0.0016757438637134	0.11329748463213	0.161483851614839	0.244625537446255	194	0.00259650360621099	0.189595505417867	0.0778922107789221	0.129048950775026	-0.076298020785737	19
GPC3	214	0.00167290518025725	0.120197904500425	0.16978302169783	0.247728863477289	143	0.00324469297373407	0.264468420815101	0.0601939806019398	0.127700598924065	-0.144270516314676	71
ADAM17	215	0.00167116490768543	0.11094607470458	0.163083691630837	0.244625537446255	191	0.00263816983309912	0.173606349690518	0.0763923607639236	0.128387161283872	-0.062660274985938	24
PLA2G2A	216	0.00166960625090649	0.121722129575938	0.163883611638836	0.244682043423565	106	0.00379852261938996	0.335252369133736	0.0483951604839516	0.127700598924065	-0.213530239557798	110
SEMA4A	217	0.00166872262294154	0.109878948892498	0.168583141685831	0.247540999324725	197	0.00248042538818929	0.157610719422906	0.0813918608139186	0.130929481309295	-0.047731770530408	20
ITGB2	218	0.0016580123585839	0.0997399112185144	0.168883111688831	0.247540999324725	48	0.00546912933858988	0.595765752003042	0.0315968403159684	0.127700598924065	-0.496025840784528	170
NRXN3	219	0.00165543671284326	0.109511590629514	0.168883111688831	0.247540999324725	238	0.00191096025528501	0.0905701315089877	0.108789121087891	0.146728184324425	0.0189414591205263	-19
RARRES1	220	0.0016325424925356	0.106259995173814	0.167883211678832	0.247540999324725	51	0.00516943824866387	0.513665761815249	0.0331966803319668	0.127700598924065	-0.407405766641435	169
LGALS3	221	0.00160957705517232	0.120322476692616	0.171782821717828	0.248313662357614	239	0.00189609264943242	0.103668880801526	0.11008899110089	0.147511498850115	0.01665359589109	-18
ANGPTL4	222	0.0015995353813661	0.10239574234271	0.172082791720828	0.248313662357614	264	0.00145606741370956	0.0465436343093732	0.142785721427857	0.17464071083386	0.0558521080333368	-42
SIGLEC5	223	0.00159079150038951	0.0980507950274101	0.175382461753825	0.248313662357614	202	0.00242589215127012	0.151228378964611	0.0842915708429157	0.131919343950772	-0.0531775839372009	21
SHISA4	224	0.0015737709216387	0.103179783740688	0.178882111788821	0.248313662357614	148	0.00314320065613786	0.254459356924735	0.0615938406159384	0.127700598924065	-0.151279573184047	76
SIRPB2	225	0.00157275886695755	0.107944640130057	0.177682231776822	0.248313662357614	137	0.00333245837813092	0.341187110724289	0.0587941205879412	0.127700598924065	-0.233242470594232	88
RSPO3	226	0.00157085887744938	0.101622966479422	0.176082391760824	0.248313662357614	317	0.000288309964385894	-0.104623314480086	0.412058794120588	0.415946141234933	0.206246280959508	-91
CP	227	0.00156101630070754	0.150282661932069	0.174682531746825	0.248313662357614	43	0.00578175581197936	0.787958588743622	0.0261973802619738	0.127700598924065	-0.637675926811553	184
TNFSF13	228	0.00155078240465227	0.100201893564299	0.173882611738826	0.248313662357614	236	0.00197899093982563	0.113581350870185	0.104289571042896	0.142455116190509	-0.013379457305886	-8
IGFBP3	229	0.00153135300840947	0.0968689720145771	0.182881711828817	0.248313662357614	34	0.0066135264033273	0.686254287637142	0.025997400259974	0.127700598924065	-0.589385315622565	195
GRN	230	0.0015285530665512	0.0817010178171902	0.182681731826817	0.248313662357614	178	0.00277949681529298	0.200429844235191	0.0732926707329267	0.127700598924065	-0.118728826418001	52
APP	231	0.00152819907635923	0.109331012091184	0.182981701829817	0.248313662357614	258	0.00154321422683742	0.0836146025099545	0.132786721327867	0.166502099790021	0.0257164095812295	-27
CEACAM1	232	0.00152650237860195	0.107095570852139	0.17998200179982	0.248313662357614	244	0.00181025239598426	0.0989564657797245	0.116288371162884	0.153615502647266	0.0081391050724145	-12
PI16	233	0.00152177924306814	0.0939018601279914	0.18038196180382	0.248313662357614	247	0.0017864540270889	0.083684214517969	0.117288271172883	0.154301373141374	0.0102176456100224	-14
CEACAM6	234	0.00150704342074807	0.081584063504492	0.187481251874813	0.24868380930502	89	0.0040874632998072	0.36203146492948	0.0465953404659534	0.127700598924065	-0.280447401424988	145
TIMP3	235	0.00149911896870182	0.0809190083503309	0.184781521847815	0.248313662357614	159	0.0030541351722947	0.226777766754313	0.0630936906309369	0.127700598924065	-0.145858758403982	76
CD320	236	0.00149678898451114	0.0808251919053169	0.186681331866813	0.24868380930502	100	0.00386031081512622	0.32089641954614	0.0498950104989501	0.127700598924065	-0.240071227640823	136
KIRREL1	237	0.00149329674884825	0.0797410568348361	0.184881511848815	0.248313662357614	94	0.00393566987036037	0.331705972215964	0.0470952904709529	0.127700598924065	-0.251964915381128	143
NTS	238	0.0014930948140006	0.0752948659124373	0.186881311868813	0.24868380930502	22	0.00944898489420554	1.03180932137409	0.0180981901809819	0.127700598924065	-0.956514455461653	216
GAS6	239	0.00149194709345622	0.0833227535729192	0.184681531846815	0.248313662357614	114	0.00368628377557271	0.304664550781799	0.0513948605139486	0.127700598924065	-0.22134179720888	125
SIRPA	240	0.00148651535683716	0.0887926153211835	0.184181581841816	0.248313662357614	70	0.00448474247346277	0.419494395898708	0.03999600039996	0.127700598924065	-0.330701780577525	170
IL1RN	241	0.00148563432496416	0.0837628603691343	0.184781521847815	0.248313662357614	193	0.00259827807754798	0.221387751882886	0.0771922807719228	0.129048950775026	-0.137624891513752	48
IL6	242	0.0014852526250757	0.093421077846892	0.182181781821818	0.248313662357614	211	0.00228098685130093	0.161638489596955	0.0887911208879112	0.13525438153859	-0.068217411750063	31
MDK	243	0.00147379058130334	0.0855791809955719	0.188981101889811	0.249641702496417	127	0.00352353285697357	0.342749764977866	0.0543945605439456	0.127700598924065	-0.257170583982294	116
CAMP	244	0.00144219538168243	0.0784500434379759	0.198080191980802	0.254591740825917	266	0.00143217071598718	0.058191013843458	0.155184481551845	0.185182968691978	0.0202590295945179	-22
SPP1	245	0.00144157142764749	0.073668618497452	0.193780621937806	0.252616033943164	90	0.00397075881485775	0.435096747060533	0.0448955104489551	0.127700598924065	-0.361428128563081	155
ZNRF3	246	0.00143720339415465	0.0763985429583464	0.191880811918808	0.252433363221055	302	0.000905610632475729	-0.0261234987107198	0.221277872212779	0.235199327749344	0.102522041669066	-56
PTN	247	0.00141801224282546	0.0746987605937873	0.194380561943806	0.252616033943164	251	0.00169167656888542	0.0872305671525509	0.125587441255874	0.159974478742602	-0.0125318065587636	-4
DUSP18	248	0.00141732295833837	0.0738038070018281	0.195780421957804	0.253409336485706	131	0.00338839044433218	0.288305581882006	0.0555944405559444	0.127700598924065	-0.214501774880178	117
HLA-DQB1	249	0.00141001410077915	0.0671853532985327	0.198280171982802	0.254591740825917	232	0.00207849164862577	0.135726692521376	0.0998900109989001	0.139411711002813	-0.0685413392228433	17
ICAM4	250	0.00139456915765233	0.0719679370523328	0.193880611938806	0.252616033943164	110	0.00373875794785873	0.33086195905143	0.0503949605039496	0.127700598924065	-0.258894021999097	140
PTPRK	251	0.00138060762309938	0.0660798341586827	0.202679732026797	0.257151931865637	104	0.00383100200603218	0.33540001900309	0.0497950204979502	0.127700598924065	-0.269320184844407	147
HLA-DRB5	252	0.00136776965931705	0.0578720303725622	0.201179882011799	0.257151931865637	185	0.0027205853705392	0.197817084164534	0.0723927607239276	0.127700598924065	-0.139945053791972	67
TGFBI	253	0.00134538277056273	0.0627787288317058	0.203579642035796	0.257151931865637	78	0.00428034105255919	0.398174573040513	0.0411958804119588	0.127700598924065	-0.335395844208807	175
ICAM1	254	0.00133725813022946	0.0575282589426249	0.204279572042796	0.257151931865637	47	0.00554554618254118	0.563250452462863	0.028997100289971	0.127700598924065	-0.505722193520238	207
CCN2	255	0.00131894436448972	0.070132002956946	0.212278772122788	0.264114286245794	13	0.0315418161515692	4.06450921096578	0.0040995900409959	0.0939977430828346	-3.99437720800883	242
ANGPT1	256	0.00130978069160756	0.0759821418475206	0.203579642035796	0.257151931865637	36	0.00634412720256785	0.913108879564715	0.0247975202479752	0.127700598924065	-0.837126737717194	220
SERPINE1	257	0.00128876911939927	0.0742064968449274	0.211378862113789	0.264017956181036	134	0.00336227629657245	0.340139347894984	0.0568943105689431	0.127700598924065	-0.265932851050057	123
EDIL3	258	0.00128511677625201	0.0482533481926464	0.213678632136786	0.264675070954443	204	0.00241484193427992	0.164430927490372	0.0823917608239176	0.130929481309295	-0.116177579297726	54
THBS1	259	0.00128108129191787	0.0530788720114791	0.217578242175782	0.266135886411359	188	0.0026716391018376	0.191710514076546	0.0747925207479252	0.127704250851511	-0.138631642065067	71
LGALS9	260	0.00126924145493967	0.0420434981658766	0.223977602239776	0.269276443142203	212	0.00227781646728078	0.142567547917535	0.0905909409059094	0.13525438153859	-0.100524049751658	48
IGFBP4	261	0.00126006102784534	0.0454229332305085	0.214378562143786	0.264675070954443	316	0.000315403949375988	-0.0972302742573792	0.385161483851615	0.391255811127748	0.142653207487888	-55
PLTP	262	0.00125286205752467	0.0416514335681786	0.216078392160784	0.265751585760964	281	0.00123677474793953	0.0210752129870343	0.167383261673833	0.193040910962667	0.0205762205811443	-19
HBEGF	263	0.00124388540920257	0.0462146831057807	0.211278872112789	0.264017956181036	18	0.0149820260938955	1.97962040887938	0.0105989401059894	0.127700598924065	-1.9334057257736	245
TGM2	264	0.00124309840430671	0.0394054806439266	0.218278172182782	0.266135886411359	108	0.00378108852761175	0.360556700210114	0.0487951204879512	0.127700598924065	-0.321151219566187	156
FLRT2	265	0.00123277541230471	0.038575736206889	0.218878112188781	0.266135886411359	49	0.00540490424686027	0.533873843948645	0.0347965203479652	0.127700598924065	-0.495298107741756	216
TGFB3	266	0.00122612478111554	0.0311647061478793	0.223177682231777	0.269276443142203	84	0.00421046538667379	0.362305346873205	0.0475952404759524	0.127700598924065	-0.331140640725326	182
SLIT2	267	0.00122099987110292	0.0484577032971754	0.227577242275772	0.27258318944225	214	0.00225482787567118	0.134061676980574	0.0940905909409059	0.13724645634984	-0.0856039736833986	53
FGF14	268	0.00121445982272776	0.0355931954370376	0.228777122287771	0.273001696112917	66	0.00456638063526114	0.43335196531585	0.0396960303969603	0.127700598924065	-0.397758769878812	202
DLL1	269	0.0012039401738944	0.0227239980244863	0.221377862213779	0.268159599134426	261	0.00149477384423235	0.0420568079455215	0.143085691430857	0.17464071083386	-0.0193328099210352	8
CXCL12	270	0.00118551684391079	0.0400741639817354	0.232376762323768	0.274345558144915	276	0.00126703586649548	0.022552677771142	0.172782721727827	0.195058388897952	0.0175214862105934	-6
SIGLEC6	271	0.00118298432286583	0.0258540073099981	0.232476752324768	0.274345558144915	272	0.00133537276470962	0.0452864323536446	0.15968403159684	0.188922651852462	-0.0194324250436465	-1
NTN1	272	0.0011779979616762	0.0413828492157033	0.230876912308769	0.274345558144915	129	0.00344236886720809	0.38877251448122	0.0546945305469453	0.127700598924065	-0.347389665265517	143
SERPINE2	273	0.00116979650965655	0.0223332472728306	0.233676632336766	0.274345558144915	303	0.000856443876638801	-0.0358831730099678	0.231876812318768	0.245651672456517	0.0582164202827984	-30
SPON1	274	0.00115823965825338	0.0268304241856855	0.234176582341766	0.274345558144915	292	0.00106408413383634	0.015581652180982	0.192580741925807	0.211706911500631	0.0112487720047035	-18
SDC2	275	0.00108875733845306	0.0133059497858926	0.246475352464754	0.28770395687704	102	0.00383804354462009	0.344349730388948	0.0495950404959504	0.127700598924065	-0.331043780603055	173
WNT5A	276	0.0010808683377575	0.00136503526257322	0.247875212478752	0.287712383996257	246	0.0017879218421998	0.0847728178948563	0.123987601239876	0.159200079992001	-0.0834077826322831	30
PECAM1	277	0.00107217113815373	0.00511184314145475	0.248275172482752	0.287712383996257	117	0.00367738953102517	0.302185557018204	0.050994900509949	0.127700598924065	-0.297073713876749	160
EPHA4	278	0.00103185316318448	0.00771631516975317	0.249275072492751	0.28783200816609	299	0.000965260739029965	-0.0164098872273385	0.214578542145785	0.230366929862198	0.0241262023970917	-21
CXCL8	279	0.00103182391748206	0.0112175223720713	0.253174682531747	0.291287000332225	27	0.00778308931151678	0.989728674153111	0.0210978902109789	0.127700598924065	-0.97851115178104	252
ANOS1	280	0.00101229712229197	-0.007705480107559	0.258074192580742	0.295863627922922	286	0.00117827918280621	0.0117422674612138	0.175782421757824	0.196606820154221	-0.0194477475687728	-6
NECTIN4	281	0.00100899250208071	-0.00769762973120564	0.260873912608739	0.298008989136674	245	0.00179308148688815	0.0770413769958573	0.118588141185881	0.154743062279138	-0.0847390067270629	36
AGT	282	0.00100755436274313	0.00717292546739517	0.262073792620738	0.298318040536372	21	0.00992384567920984	1.30455943671352	0.0161983801619838	0.127700598924065	-1.29738651124612	261
NECTIN2	283	0.000971047818349652	-0.0225841347496202	0.273672632736726	0.307164038840871	280	0.00124061603797241	0.0126638002036869	0.17008299170083	0.1942940937223	-0.0352479349533071	3
ESAM	284	0.000967162654925686	-0.0164080502492679	0.267073292670733	0.302934724195425	284	0.00121628921290492	0.00828291411638019	0.170982901709829	0.19462947322289	-0.0246909643656481	0
IL1B	285	0.0009481936105028	-0.0139410553782525	0.268073192680732	0.30299822130463	315	0.000511019384632194	-0.0698590970267313	0.311468853114689	0.317401593174016	0.0559180416484788	-30
CMTM8	286	0.000935038141797819	-0.0234830368974206	0.274972502749725	0.307547642448299	58	0.00474849973690705	0.425884671491721	0.0411958804119588	0.127700598924065	-0.449367708389142	228
WNT9A	287	0.000928677816246397	-0.0248045718938801	0.271072892710729	0.3053136791584	295	0.0010277143821154	-0.0128518498995241	0.201179882011799	0.218713601612812	-0.011952721994356	-8
SELE	288	0.000891495820100347	-0.0286993110864229	0.284371562843716	0.316955804419558	141	0.00329024714276988	0.341947074817277	0.057994200579942	0.127700598924065	-0.3706463859037	147
PGF	289	0.000877469803938382	-0.0337885043051554	0.289271072892711	0.321301087884291	195	0.0025660426525409	0.181126373389467	0.0811918808119188	0.130929481309295	-0.214914877694622	94
CSF2	290	0.000849521513861166	-0.029665461966147	0.291070892910709	0.32218536767013	306	0.00077387513184612	-0.0379820342664774	0.251174882511749	0.261776419760621	0.0083165723003304	-16
WNT7B	291	0.000813448339498952	-0.0457444077799198	0.297870212978702	0.32857848235795	294	0.00102934827239186	-0.0127127892323065	0.198580141985801	0.216817093800824	-0.0330316185476133	-3
MMP7	292	0.000766201785323978	-0.0464133181652444	0.313268673132687	0.343205611179496	305	0.000778690141863935	-0.0370312804821119	0.248475152484752	0.261509914582312	-0.0093820376831325	-13
CLEC11A	293	0.000751778843949196	-0.0514702217608855	0.312168783121688	0.343171847198842	60	0.00470501403847511	0.428069193800725	0.0366963303669633	0.127700598924065	-0.479539415561611	233
PDGFC	294	0.000721480212192619	-0.059722289524725	0.318268173182682	0.347496882964765	283	0.0012221633004369	0.00646068731217655	0.167783221677832	0.193040910962667	-0.0661829768369016	11
MMP2	295	0.000688725778618512	-0.0648136470634467	0.333966603339666	0.363400948040789	73	0.00442576127724905	0.412218877404377	0.0415958404159584	0.127700598924065	-0.477032524467824	222
OSM	296	0.000631992922738925	-0.0676954342067246	0.337466253374663	0.365968470720495	259	0.00150972961415487	0.0918402787642196	0.142685731426857	0.17464071083386	-0.159535712970944	37
CLCF1	297	0.000620417079716913	-0.0783801962476468	0.346165383461654	0.374138343741383	277	0.00126457271035636	0.0115160357196721	0.169383061693831	0.194185581441856	-0.0898962319673189	20
LRIG2	298	0.000538410604741207	-0.0916760379320324	0.362663733626637	0.390654558705203	255	0.00161074177588502	0.0638744068865003	0.134386561343866	0.167852475452844	-0.155550444818533	43
PTPRC	299	0.000520442960989356	-0.0946671333025669	0.376862313768623	0.404591313443906	223	0.00214580079237452	0.165797061711806	0.095990400959904	0.137802219778022	-0.260464195014373	76
SIGLEC1	300	0.000469913003285972	-0.109449186179622	0.393860613938606	0.421430856914309	304	0.000818630152540385	-0.0374052314316432	0.237476252374763	0.250756174382562	-0.0720439547479788	-4
CD14	301	0.000447634660105883	-0.107904446260546	0.402059794020598	0.427354946624543	144	0.00324039482605035	0.363523484406477	0.0588941105889411	0.127700598924065	-0.471427930667023	157
WNT2	302	0.00043668602455992	-0.112109181159058	0.397760223977602	0.424189474740234	291	0.00109348456715525	-0.00554934519051977	0.186881311868813	0.206147426494464	-0.106559835968538	11
PLAT	303	0.000425914336315079	-0.111131431541311	0.406259374062594	0.42897782590162	41	0.00596681148821574	0.580251183522399	0.0290970902909709	0.127700598924065	-0.69138261506371	262
LIF	304	0.000408770988113409	-0.114032015578639	0.403659634036596	0.427639414276394	288	0.0011769229771168	0.0543855553932719	0.174682531746825	0.196059764652905	-0.168417570971911	16
WNT3A	305	0.000398259110865508	-0.118689494869783	0.409259074092591	0.430728402569579	310	0.000735548138501755	-0.0450407544893316	0.255874412558744	0.264953827197925	-0.0736487403804514	-5
BACE1	306	0.000388517001515362	-0.121335473062365	0.416458354164584	0.43687297936873	77	0.00428614992015152	0.392455679571877	0.0417958204179582	0.127700598924065	-0.513791152634242	229
PTPRM	307	0.000358499273318955	-0.126295397714951	0.42045795420458	0.439631932572215	318	0.000276974885623256	-0.10395076996059	0.404059594040596	0.409158137813979	-0.022344627754361	-11
HAS2	308	0.000356363423937109	-0.126463934320159	0.427657234276572	0.445707701957077	116	0.00368033954151452	0.348181192535578	0.0516948305169483	0.127700598924065	-0.474645126855737	192
PLAU	309	0.000343684940950508	-0.127571278130411	0.433856614338566	0.450705414895404	312	0.000658316437142975	-0.0561760406045358	0.275172482751725	0.283110150523409	-0.0713952375258752	-3
NGF	310	0.000312057561657145	-0.136358912118346	0.445355464453555	0.459675575850775	289	0.00115926561039064	0.00424173862487103	0.178182181781822	0.198022758277805	-0.140600650743217	21
CKLF	311	0.00029991610243814	-0.137607706953477	0.442455754424558	0.458155797323493	321	-0.000256996818710887	-0.170347111456628	0.749325067493251	0.749325067493251	0.032739404503151	-10
