from	to	family	partial_rho	boot
Peri_ACE2	Peri_AT1R_response	allowed	0.0951230242478459	59
Peri_AT1R_response	contractile	allowed	0.213329162675217	59
Peri_AT1R_response	inflammatory	allowed	0.250630486207503	59
Peri_AT1R_response	activated_migratory	allowed	0.436804754550253	59
Peri_AT1R_response	BM_minus_FIB	allowed	-0.603214013411273	59
BM_minus_FIB	EC_readout	allowed	0.157683795148009	59
Peri_AT1R_response	EC_readout	allowed	0.380214800741162	59
AGT_source_index	BM_minus_FIB	forbidden	-0.114810915460231	59
processing_index	EC_readout	forbidden	-0.0499818583927735	59
Mast_CMA1	BM_minus_FIB	forbidden	-0.119884347791687	59
VSMC_AGT	Peri_AGTR1	forbidden	-0.0325495741392351	59
AGT_source_index	Peri_AGTR1	forbidden	-0.19329676545256	59
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0541334357560832	59
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.222777475551282	59
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.298408065354872	59
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.46428211924974	59
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.460376990891822	59
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.450089701347279	59
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.193045450250402	59
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.254913953682338	59
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.448358308543468	59
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0177513636097046	59
AGT_source_index	Peri_AT1R_response	allowed	0.285024996411578	60
processing_index	Peri_AT1R_response	allowed	0.365190645547087	60
Peri_AGTR1	Peri_AT1R_response	allowed	0.121668469253556	60
Peri_ACE2	Peri_AT1R_response	allowed	0.07954847728185	60
Peri_AT1R_response	contractile	allowed	0.318734366785094	60
Peri_AT1R_response	inflammatory	allowed	0.177163158984817	60
Peri_AT1R_response	activated_migratory	allowed	0.404766836076282	60
Peri_AT1R_response	BM_minus_FIB	allowed	-0.561202542737426	60
BM_minus_FIB	EC_readout	allowed	0.151261723073643	60
Peri_AT1R_response	EC_readout	allowed	0.422452794399735	60
AGT_source_index	BM_minus_FIB	forbidden	-0.207754080658893	60
processing_index	EC_readout	forbidden	-0.0178146595098941	60
Mast_CMA1	BM_minus_FIB	forbidden	-0.132247493862662	60
VSMC_AGT	Peri_AGTR1	forbidden	-0.0371641791044776	60
AGT_source_index	Peri_AGTR1	forbidden	-0.183461840166836	60
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.256512289617085	60
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.230059178299403	60
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.187179419733277	60
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.157379444715051	60
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.379211918005064	60
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.422782108793171	60
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.155353147407551	60
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.197176038098421	60
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.379313225833403	60
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0906845954084153	60
AGT_source_index	Peri_AT1R_response	allowed	0.271761979026866	61
processing_index	Peri_AT1R_response	allowed	0.490031560948283	61
Peri_AGTR1	Peri_AT1R_response	allowed	0.142695231231393	61
Peri_ACE2	Peri_AT1R_response	allowed	0.394653453243236	61
Peri_AT1R_response	contractile	allowed	0.313361485140626	61
Peri_AT1R_response	inflammatory	allowed	0.0954983666640108	61
Peri_AT1R_response	activated_migratory	allowed	0.452999760975221	61
Peri_AT1R_response	BM_minus_FIB	allowed	-0.497808939526731	61
BM_minus_FIB	EC_readout	allowed	0.0901637756895835	61
Peri_AT1R_response	EC_readout	allowed	0.430355180343941	61
AGT_source_index	BM_minus_FIB	forbidden	-0.0395898937526654	61
processing_index	EC_readout	forbidden	0.0929512124908537	61
Mast_CMA1	BM_minus_FIB	forbidden	-0.1025396211552	61
VSMC_AGT	Peri_AGTR1	forbidden	0.13310106544461	61
AGT_source_index	Peri_AGTR1	forbidden	0.0200350821240632	61
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.175815751058087	61
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	-0.033069238718567	61
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.163578780680918	61
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.282023917029253	61
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.461378698336575	61
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.403779902198335	61
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.328140694662273	61
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.0980680643861769	61
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.436743558755014	61
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.00450960082861923	61
AGT_source_index	Peri_AT1R_response	allowed	0.291706536281561	62
processing_index	Peri_AT1R_response	allowed	0.0712814858122441	62
Peri_AGTR1	Peri_AT1R_response	allowed	-0.0887641316861777	62
Peri_ACE2	Peri_AT1R_response	allowed	0.365909092809948	62
Peri_AT1R_response	contractile	allowed	0.364434647490334	62
Peri_AT1R_response	inflammatory	allowed	0.211953890073357	62
Peri_AT1R_response	activated_migratory	allowed	0.600809453257688	62
Peri_AT1R_response	BM_minus_FIB	allowed	-0.522494850576374	62
BM_minus_FIB	EC_readout	allowed	-0.0507854937652338	62
Peri_AT1R_response	EC_readout	allowed	0.251778587492913	62
AGT_source_index	BM_minus_FIB	forbidden	-0.113571491685802	62
processing_index	EC_readout	forbidden	-0.0280018553248853	62
Mast_CMA1	BM_minus_FIB	forbidden	-0.186279963287836	62
VSMC_AGT	Peri_AGTR1	forbidden	0.0605260836821787	62
AGT_source_index	Peri_AGTR1	forbidden	-0.12461008044656	62
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.125144764629743	62
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.047279504112142	62
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0212003501477186	62
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.166762052043885	62
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.199505717671606	62
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.360806941813857	62
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.184488293728242	62
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.0278642501098146	62
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.254215924065621	62
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0654573049542876	62
AGT_source_index	Peri_AT1R_response	allowed	0.150889436436072	63
processing_index	Peri_AT1R_response	allowed	0.371043537453034	63
Peri_AGTR1	Peri_AT1R_response	allowed	0.0889426823520288	63
Peri_ACE2	Peri_AT1R_response	allowed	0.396451818481899	63
Peri_AT1R_response	contractile	allowed	0.175336563434011	63
Peri_AT1R_response	inflammatory	allowed	0.240665207728399	63
Peri_AT1R_response	activated_migratory	allowed	0.540894266713216	63
Peri_AT1R_response	BM_minus_FIB	allowed	-0.601045667038497	63
BM_minus_FIB	EC_readout	allowed	0.135193856926697	63
Peri_AT1R_response	EC_readout	allowed	0.372866390638714	63
AGT_source_index	BM_minus_FIB	forbidden	-0.219679302119729	63
processing_index	EC_readout	forbidden	0.171662643167595	63
Mast_CMA1	BM_minus_FIB	forbidden	-0.118757560879134	63
VSMC_AGT	Peri_AGTR1	forbidden	-0.0229272720097865	63
AGT_source_index	Peri_AGTR1	forbidden	-0.183267449845035	63
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	-0.0104024228427887	63
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.105704562029009	63
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0838933677025659	63
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.264642319792094	63
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.357071848169905	63
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.430032008817081	63
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.305049952100725	63
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.136338528783112	63
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.264007300847763	63
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.197407971933888	63
AGT_source_index	Peri_AT1R_response	allowed	0.0338192456520119	64
processing_index	Peri_AT1R_response	allowed	0.507700110169019	64
Peri_AGTR1	Peri_AT1R_response	allowed	0.0842633845198159	64
Peri_ACE2	Peri_AT1R_response	allowed	0.30729995123527	64
Peri_AT1R_response	contractile	allowed	0.40706685172334	64
Peri_AT1R_response	inflammatory	allowed	0.419485889428637	64
Peri_AT1R_response	activated_migratory	allowed	0.432121790423317	64
Peri_AT1R_response	BM_minus_FIB	allowed	-0.520544182280823	64
BM_minus_FIB	EC_readout	allowed	0.056614728401429	64
Peri_AT1R_response	EC_readout	allowed	0.574559777748008	64
AGT_source_index	BM_minus_FIB	forbidden	-0.214936198491864	64
processing_index	EC_readout	forbidden	0.0908073715634202	64
Mast_CMA1	BM_minus_FIB	forbidden	-0.0547369374537191	64
VSMC_AGT	Peri_AGTR1	forbidden	0.0775627197336697	64
AGT_source_index	Peri_AGTR1	forbidden	-0.0619467661844987	64
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.040538212914273	64
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	-0.142773328639737	64
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.205515835636745	64
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.491055456171735	64
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.452084664196585	64
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.379989004071681	64
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.309254035792258	64
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.222617569064483	64
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.165016280084589	64
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0994968771686329	64
AGT_source_index	Peri_AT1R_response	allowed	0.375277660564831	65
processing_index	Peri_AT1R_response	allowed	0.477871005853472	65
Peri_AGTR1	Peri_AT1R_response	allowed	-0.0703884246402529	65
Peri_ACE2	Peri_AT1R_response	allowed	0.224050017455315	65
Peri_AT1R_response	contractile	allowed	0.309359739338947	65
Peri_AT1R_response	inflammatory	allowed	0.22928134982912	65
Peri_AT1R_response	activated_migratory	allowed	0.568809897472257	65
Peri_AT1R_response	BM_minus_FIB	allowed	-0.561369267169613	65
BM_minus_FIB	EC_readout	allowed	0.107544893750892	65
Peri_AT1R_response	EC_readout	allowed	0.403281666762592	65
AGT_source_index	BM_minus_FIB	forbidden	-0.138694822744816	65
processing_index	EC_readout	forbidden	-0.11976697584148	65
Mast_CMA1	BM_minus_FIB	forbidden	0.00394113034072425	65
VSMC_AGT	Peri_AGTR1	forbidden	0.116279069767442	65
AGT_source_index	Peri_AGTR1	forbidden	-0.147435766963153	65
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.100562099809375	65
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.119190536709356	65
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.223084136049783	65
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.514816408128147	65
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.411500415313751	65
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.409927066450567	65
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.295540948334807	65
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.307443230483194	65
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.410223735611774	65
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0478861121511707	65
AGT_source_index	Peri_AT1R_response	allowed	0.350483000879901	66
processing_index	Peri_AT1R_response	allowed	-0.0616875177865861	66
Peri_AGTR1	Peri_AT1R_response	allowed	0.0204455672628434	66
Peri_ACE2	Peri_AT1R_response	allowed	0.476340647257479	66
Peri_AT1R_response	contractile	allowed	0.244248940407978	66
Peri_AT1R_response	inflammatory	allowed	0.373552205556132	66
Peri_AT1R_response	activated_migratory	allowed	0.463964431690533	66
Peri_AT1R_response	BM_minus_FIB	allowed	-0.37230618197608	66
BM_minus_FIB	EC_readout	allowed	0.0898544351966148	66
Peri_AT1R_response	EC_readout	allowed	0.412069129822496	66
AGT_source_index	BM_minus_FIB	forbidden	0.00329647612430525	66
processing_index	EC_readout	forbidden	0.098283058381445	66
Mast_CMA1	BM_minus_FIB	forbidden	-0.160794143343367	66
VSMC_AGT	Peri_AGTR1	forbidden	0.0617069496654769	66
AGT_source_index	Peri_AGTR1	forbidden	-0.157617600515356	66
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.230920020909566	66
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0363790507282137	66
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.159005364393468	66
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.127584597808422	66
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.0052658120961216	66
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.112245724937191	66
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	-0.147279091140181	66
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.0794894709103824	66
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.0674824133269174	66
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0616309693497079	66
AGT_source_index	Peri_AT1R_response	allowed	0.3432088052783	67
processing_index	Peri_AT1R_response	allowed	0.144415691686105	67
Peri_AGTR1	Peri_AT1R_response	allowed	-0.103766579139201	67
Peri_ACE2	Peri_AT1R_response	allowed	0.131139517714847	67
Peri_AT1R_response	contractile	allowed	0.293680889710334	67
Peri_AT1R_response	inflammatory	allowed	0.000430196615786622	67
Peri_AT1R_response	activated_migratory	allowed	0.48814569325388	67
Peri_AT1R_response	BM_minus_FIB	allowed	-0.526385392434913	67
BM_minus_FIB	EC_readout	allowed	0.092527875764136	67
Peri_AT1R_response	EC_readout	allowed	0.306501336728958	67
AGT_source_index	BM_minus_FIB	forbidden	-0.0513564167122306	67
processing_index	EC_readout	forbidden	-0.0704136640415015	67
Mast_CMA1	BM_minus_FIB	forbidden	-0.103321998957255	67
VSMC_AGT	Peri_AGTR1	forbidden	-0.0671877756517255	67
AGT_source_index	Peri_AGTR1	forbidden	-0.341973130682589	67
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.222865299258941	67
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.177364989026913	67
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	-0.0234217818775386	67
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.36601047893952	67
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.406701906739664	67
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.081935883569771	67
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.218352729739492	67
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.118156375721532	67
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.297752317649117	67
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.192823683120359	67
AGT_source_index	Peri_AT1R_response	allowed	0.315415474619756	68
processing_index	Peri_AT1R_response	allowed	0.332023763068822	68
Peri_AGTR1	Peri_AT1R_response	allowed	0.110862381426858	68
Peri_ACE2	Peri_AT1R_response	allowed	0.462276695787887	68
Peri_AT1R_response	contractile	allowed	0.203022364716922	68
Peri_AT1R_response	inflammatory	allowed	0.219385361276197	68
Peri_AT1R_response	activated_migratory	allowed	0.561639818579919	68
Peri_AT1R_response	BM_minus_FIB	allowed	-0.458359399436972	68
BM_minus_FIB	EC_readout	allowed	0.160376770375858	68
Peri_AT1R_response	EC_readout	allowed	0.336994317388351	68
AGT_source_index	BM_minus_FIB	forbidden	-0.0138949553891031	68
processing_index	EC_readout	forbidden	0.270937268123609	68
Mast_CMA1	BM_minus_FIB	forbidden	0.023380617017218	68
VSMC_AGT	Peri_AGTR1	forbidden	0.0729438297272535	68
AGT_source_index	Peri_AGTR1	forbidden	-0.16877710320902	68
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0620330444434957	68
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0257525403793816	68
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.158073632752826	68
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.242544155969501	68
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.220181980207307	68
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.407414938321811	68
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.172474439546009	68
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.137738131236771	68
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.282683197258341	68
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.00553253049734126	68
AGT_source_index	Peri_AT1R_response	allowed	0.129761617749439	69
processing_index	Peri_AT1R_response	allowed	0.365969791285703	69
Peri_AGTR1	Peri_AT1R_response	allowed	0.198962233554409	69
Peri_ACE2	Peri_AT1R_response	allowed	0.0646128291283949	69
Peri_AT1R_response	contractile	allowed	0.242898813400923	69
Peri_AT1R_response	inflammatory	allowed	0.374736861978798	69
Peri_AT1R_response	activated_migratory	allowed	0.40224481511899	69
Peri_AT1R_response	BM_minus_FIB	allowed	-0.433453220431782	69
BM_minus_FIB	EC_readout	allowed	0.178149026007858	69
Peri_AT1R_response	EC_readout	allowed	0.281310287945365	69
AGT_source_index	BM_minus_FIB	forbidden	-0.0933321919860942	69
processing_index	EC_readout	forbidden	0.129879611931049	69
Mast_CMA1	BM_minus_FIB	forbidden	-0.0919706726676402	69
VSMC_AGT	Peri_AGTR1	forbidden	0.0510424384375772	69
AGT_source_index	Peri_AGTR1	forbidden	-0.225301424150341	69
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.217894584533628	69
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	-0.143417226620781	69
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.138463788784671	69
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.135979163103961	69
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.177058145578631	69
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.245646325923828	69
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.186739705738214	69
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.404055294412149	69
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.480655299974967	69
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.101904033681667	69
AGT_source_index	Peri_AT1R_response	allowed	0.305770021830811	70
processing_index	Peri_AT1R_response	allowed	0.295703819458072	70
Peri_AGTR1	Peri_AT1R_response	allowed	0.109768390070247	70
Peri_ACE2	Peri_AT1R_response	allowed	0.230145947181058	70
Peri_AT1R_response	contractile	allowed	0.197307416553812	70
Peri_AT1R_response	inflammatory	allowed	0.130343344220505	70
Peri_AT1R_response	activated_migratory	allowed	0.461515175655222	70
Peri_AT1R_response	BM_minus_FIB	allowed	-0.624854616426352	70
BM_minus_FIB	EC_readout	allowed	0.194155156663483	70
Peri_AT1R_response	EC_readout	allowed	0.533760731573682	70
AGT_source_index	BM_minus_FIB	forbidden	-0.025442313040089	70
processing_index	EC_readout	forbidden	-0.0570493832296151	70
Mast_CMA1	BM_minus_FIB	forbidden	-0.225286161079345	70
VSMC_AGT	Peri_AGTR1	forbidden	0.00154732648588852	70
AGT_source_index	Peri_AGTR1	forbidden	-0.140988839672366	70
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.172044478511503	70
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.300077397919695	70
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.149699194333361	70
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.345512896394797	70
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.304806874505088	70
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.389160442654362	70
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.292534026340131	70
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.265892741362808	70
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.220970082435395	70
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.111527124990042	70
AGT_source_index	Peri_AT1R_response	allowed	0.205213752280498	71
processing_index	Peri_AT1R_response	allowed	0.228325396143512	71
Peri_AGTR1	Peri_AT1R_response	allowed	0.018585049226435	71
Peri_ACE2	Peri_AT1R_response	allowed	0.242048860657063	71
Peri_AT1R_response	contractile	allowed	-0.0276459481526842	71
Peri_AT1R_response	inflammatory	allowed	0.408527250459277	71
Peri_AT1R_response	activated_migratory	allowed	0.495968565013268	71
Peri_AT1R_response	BM_minus_FIB	allowed	-0.613339457032047	71
BM_minus_FIB	EC_readout	allowed	0.354318269782774	71
Peri_AT1R_response	EC_readout	allowed	0.292386776617808	71
AGT_source_index	BM_minus_FIB	forbidden	-0.159624353785678	71
processing_index	EC_readout	forbidden	0.0859422822575858	71
Mast_CMA1	BM_minus_FIB	forbidden	0.196159307139991	71
VSMC_AGT	Peri_AGTR1	forbidden	-0.0687286873829307	71
AGT_source_index	Peri_AGTR1	forbidden	-0.194183888132657	71
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.165902814926193	71
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0883588997126115	71
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.118031140130588	71
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.187272551041088	71
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.216511775463741	71
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.266661556412943	71
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.165569187251258	71
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.20702813532293	71
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.303650757489463	71
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0708818126148194	71
AGT_source_index	Peri_AT1R_response	allowed	0.232219675125512	72
processing_index	Peri_AT1R_response	allowed	0.389253155029339	72
Peri_AGTR1	Peri_AT1R_response	allowed	-0.00278843668822318	72
Peri_ACE2	Peri_AT1R_response	allowed	0.266763436181214	72
Peri_AT1R_response	contractile	allowed	0.256245567824942	72
Peri_AT1R_response	inflammatory	allowed	0.243399858170398	72
Peri_AT1R_response	activated_migratory	allowed	0.62157836085503	72
Peri_AT1R_response	BM_minus_FIB	allowed	-0.555870732448587	72
BM_minus_FIB	EC_readout	allowed	0.30291383655692	72
Peri_AT1R_response	EC_readout	allowed	0.392431460286573	72
AGT_source_index	BM_minus_FIB	forbidden	0.224624487298665	72
processing_index	EC_readout	forbidden	0.15154702327507	72
Mast_CMA1	BM_minus_FIB	forbidden	-0.202878781965814	72
VSMC_AGT	Peri_AGTR1	forbidden	0.0758277694508789	72
AGT_source_index	Peri_AGTR1	forbidden	-0.0376474809906516	72
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0536330897935593	72
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0716626804854283	72
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.203351231640307	72
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.195263166020782	72
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.400304949566033	72
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.470490265071546	72
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.268256855854736	72
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.196409658970557	72
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.220874814657912	72
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.176436024718873	72
AGT_source_index	Peri_AT1R_response	allowed	0.258447202464972	73
processing_index	Peri_AT1R_response	allowed	0.280715078695558	73
Peri_AGTR1	Peri_AT1R_response	allowed	-0.0517764249611901	73
Peri_ACE2	Peri_AT1R_response	allowed	0.372610799033226	73
Peri_AT1R_response	contractile	allowed	0.251362539604228	73
Peri_AT1R_response	inflammatory	allowed	0.110460141380347	73
Peri_AT1R_response	activated_migratory	allowed	0.51506695138027	73
Peri_AT1R_response	BM_minus_FIB	allowed	-0.623576753185683	73
BM_minus_FIB	EC_readout	allowed	0.10429648891011	73
Peri_AT1R_response	EC_readout	allowed	0.337305065142772	73
AGT_source_index	BM_minus_FIB	forbidden	-0.105786958714581	73
processing_index	EC_readout	forbidden	0.0810492920803837	73
Mast_CMA1	BM_minus_FIB	forbidden	0.0439319527728845	73
VSMC_AGT	Peri_AGTR1	forbidden	0.00828337942084393	73
AGT_source_index	Peri_AGTR1	forbidden	-0.0712309197534199	73
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.361025248009537	73
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0493906455862978	73
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0765631172198645	73
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.332034057008471	73
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.370014858570113	73
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.294384763970314	73
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.14119287882517	73
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.155388416380611	73
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.346087412816757	73
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0438864948620501	73
AGT_source_index	Peri_AT1R_response	allowed	0.173315188005534	74
processing_index	Peri_AT1R_response	allowed	0.359106507612668	74
Peri_AGTR1	Peri_AT1R_response	allowed	0.0100357291723313	74
Peri_ACE2	Peri_AT1R_response	allowed	0.0915702422039226	74
Peri_AT1R_response	contractile	allowed	0.226368344851262	74
Peri_AT1R_response	inflammatory	allowed	0.0591519023239847	74
Peri_AT1R_response	activated_migratory	allowed	0.502470259862382	74
Peri_AT1R_response	BM_minus_FIB	allowed	-0.501768735913548	74
BM_minus_FIB	EC_readout	allowed	0.159346997252101	74
Peri_AT1R_response	EC_readout	allowed	0.310122651298044	74
AGT_source_index	BM_minus_FIB	forbidden	0.14592462774466	74
processing_index	EC_readout	forbidden	0.179248042098161	74
Mast_CMA1	BM_minus_FIB	forbidden	-0.072679880135187	74
VSMC_AGT	Peri_AGTR1	forbidden	-0.0173419307863029	74
AGT_source_index	Peri_AGTR1	forbidden	-0.176190387815576	74
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.146214231451	74
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	-0.167229000572612	74
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.247269140372883	74
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.273404003472131	74
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.284872142117422	74
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.243794228099905	74
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.0966143551342309	74
